"","X","Date","open","high","low","close","volume","Open","High","Low","Close","Volume","macd","rsi","ulti","volatility","roc","dema","atr","cci","obv","wr"
"365",365,"2018-06-21",10808.45,10808.95,10726.05,10741.95,194337208,10734.65,10781.3,10724.2,10773.3,173156856,0.422150545117983,54.8733430366123,50.1961536919471,0.0725494306976199,0.00577159194103238,10793.9034882154,70,38.7702196036466,10055577244,0.350095015348634
"366",366,"2018-06-22",10742.7,10836.95,10710.6,10824.35,207244083,10808.45,10808.95,10726.05,10741.95,194337208,0.377739578550429,52.2988393032517,43.617257748529,0.0743742490911166,-0.00291421407485615,10780.8746771338,82.9000000000015,30.9550588269081,9861240036,0.441748282414848
"367",367,"2018-06-25",10822.9,10830.7,10753.25,10758.25,183666852,10742.7,10836.95,10710.6,10824.35,207244083,0.399743109376005,57.8910197959917,54.0343664871783,0.0850886117885671,0.00764158905059631,10798.1058142731,126.35,56.7084656969353,10068484119,0.200847829264725
"368",368,"2018-06-26",10742.7,10805.1,10733.05,10764.05,202217725,10822.9,10830.7,10753.25,10758.25,183666852,0.36339454903711,52.5671703602194,49.8226787478705,0.0828529703934199,-0.00612532379512132,10788.6570444482,77.4500000000007,41.86381667715,9884817267,0.441605241605239
"369",369,"2018-06-27",10785.5,10785.5,10652.6,10667.45,221728650,10742.7,10805.1,10733.05,10764.05,202217725,0.335075626487935,52.9758161685799,46.1487399779571,0.0830059866113368,0.000538975866000158,10783.2439987159,72.0500000000011,22.772585529653,10087034992,0.673629242819843
"370",370,"2018-06-28",10660.8,10674,10558.25,10593.9,323593030,10785.5,10785.5,10652.6,10667.45,221728650,0.237425020359905,45.8853345754682,41.7214190649869,0.0926837645961441,-0.00901482903199557,10747.0519929376,132.9,-68.5342531993527,9865306342,0.938240798502805
"371",371,"2018-06-29",10612.85,10721.95,10612.85,10711.4,221447320,10660.8,10674,10558.25,10593.9,323593030,0.103487240999023,41.3476044384248,42.4530417741745,0.0960290003690807,-0.00691868516269878,10695.8787661624,115.75,-166.862702019774,9541713312,0.893518518518519
"372",372,"2018-07-02",10732.35,10735.65,10605.3,10651.75,275377496,10612.85,10721.95,10612.85,10711.4,221447320,0.084679854945513,49.8757150536313,46.9494249385123,0.119955064742181,0.0110302310984114,10697.0940848943,128.050000000001,-74.9156922537033,9763160632,0.542562724014337
"373",373,"2018-07-03",10668.6,10713.2,10630.3,10707.85,187332899,10732.35,10735.65,10605.3,10651.75,275377496,0.0245794362615959,46.2029430053864,46.646396598326,0.116351151247558,-0.00558439696559709,10678.6615599167,130.35,-94.4616992083168,9487783136,0.720728793309438
"374",374,"2018-07-04",10715,10777.05,10678.4,10771.65,155182352,10668.6,10713.2,10630.3,10707.85,187332899,0.0189675834008529,49.9368228935192,46.4125579476574,0.115455170197323,0.0052529194365043,10683.978247827,82.9000000000015,-85.1629988746955,9675116035,0.463222102619304
"375",375,"2018-07-05",10786.05,10786.05,10729.9,10753.4,196181966,10715,10777.05,10678.4,10771.65,155182352,0.0618480971305901,53.8590343643172,53.428674059995,0.119613483325803,0.00594056543464561,10709.4174108801,98.6499999999996,-17.9076905787013,9830298387,0.234302116971657
"376",376,"2018-07-06",10744.15,10816.15,10736,10770,217635695,10786.05,10786.05,10729.9,10753.4,196181966,0.0811363831256573,52.5898023721,52.823795780307,0.111240252659247,-0.00169569913872358,10722.4711510766,56.1499999999996,2.67279211065787,9634116421,0.299784714747043
"377",377,"2018-07-09",10838.3,10860.15,10807.35,10851.05,156982128,10744.15,10816.15,10736,10770,217635695,0.107653187843559,53.6595289696455,57.1198271708601,0.106696775954904,0.00154250753053908,10737.7196498503,80.1499999999996,25.6856537299862,9851752116,0.240222461428061
"378",378,"2018-07-10",10902.75,10956.65,10877,10947.1,174790852,10838.3,10860.15,10807.35,10851.05,156982128,0.187361571566069,58.5742717657541,64.0466790232513,0.113894222117245,0.00749735832940068,10775.7878300261,90.1499999999996,112.017279897875,10008734244,0.0301424312686332
"379",379,"2018-07-11",10956.4,10976.6,10924.1,10942.2,199481829,10902.75,10956.65,10877,10947.1,174790852,0.318677536413259,63.512924000885,63.8646986222914,0.103298781440963,0.00881273150580952,10835.5115595643,105.6,206.570442422347,10183525096,0.0239708835341347
"380",380,"2018-07-12",11006.95,11078.1,11001.55,11015.3,216424239,10956.4,10976.6,10924.1,10942.2,199481829,0.413953424418567,63.0996400223502,67.0943582896757,0.0880956502417128,-0.000447707334801706,10877.5609467903,52.5,210.63650373645,9984043267,0.0822277996892545
"381",381,"2018-07-13",11056.9,11071.15,10999.95,11021.95,215777994,11006.95,11078.1,11001.55,11015.3,216424239,0.537465866146292,66.5921741300936,62.47406403025,0.0787395297692197,0.00665834180255409,10932.0118276014,135.9,241.600591424981,10200467506,0.120804078099454
"382",382,"2018-07-16",11018.95,11018.95,10926.55,10940.7,208411111,11056.9,11071.15,10999.95,11021.95,215777994,0.632546061977934,66.8991037194446,57.6640146259613,0.0617224595050078,0.000603523597712652,10973.4140923559,71.1999999999989,190.366027934887,10416245500,0.108011926517264
"383",383,"2018-07-17",10939.65,11017.65,10926.55,11015.15,187566364,11018.95,11018.95,10926.55,10940.7,208411111,0.639879393758314,59.6841141877889,53.6616216993862,0.0850636623570964,-0.00739895874734131,10975.8746467004,95.4000000000015,115.01761998273,10207834389,0.264307011637972
"384",384,"2018-07-18",11060.2,11075.4,10956.85,10983.45,200275134,10939.65,11017.65,10926.55,11015.15,187566364,0.692783366357541,63.5620075580553,60.2643781421881,0.0863157294850369,0.00678181763387187,11000.97056666,91.1000000000004,111.453488662505,10395400753,0.121092622871984
"385",385,"2018-07-19",10999.5,11005.6,10935.6,10967.2,188310331,11060.2,11075.4,10956.85,10983.45,200275134,0.702916106847895,60.8769607410769,53.6281225387897,0.0883930928887284,-0.00288200357672963,11007.7597174871,118.549999999999,105.82335408632,10195125619,0.200190355329948
"386",386,"2018-07-20",10963.5,11030.1,10946.55,11011.95,175148394,10999.5,11005.6,10935.6,10967.2,188310331,0.690852542690679,59.4896477884971,48.4262949733059,0.0907547060690057,-0.00148059423921865,11006.1289930826,70,75.6243895632803,10006815288,0.234560067681894
"387",387,"2018-07-23",11019.85,11093.15,11018.5,11079.05,218061481,10963.5,11030.1,10946.55,11011.95,175148394,0.706134543007009,62.0541889626922,52.3352641279349,0.0857611638133014,0.00407204662922744,11018.5438306933,83.5500000000011,80.4382101173468,10181963682,0.147722197409557
"388",388,"2018-07-24",11109,11143.3,11093.05,11133.15,181515758,11019.85,11093.15,11018.5,11079.05,218061481,0.758827792978711,65.5734488409775,54.2424369613997,0.0793363609756724,0.00607489080226387,11048.8184300627,81.1999999999989,102.001407529047,10400025163,0.0339963833634728
"389",389,"2018-07-25",11148.4,11155.65,11113.5,11122.9,185174202,11109,11143.3,11093.05,11133.15,181515758,0.830519905029559,68.1391402379404,57.3267449761165,0.080600913744498,0.00487120654204709,11087.9685856716,64.25,116.566221704875,10581540921,0.0245524915336227
"390",390,"2018-07-26",11132.95,11184.65,11125.85,11184.25,326391195,11148.4,11155.65,11113.5,11122.9,185174202,0.869408409699979,67.1185191204084,59.690166281814,0.0763073695794054,-0.000921097923907155,11112.2817118008,42.1499999999996,110.141665864017,10396366719,0.0780412248302157
"391",391,"2018-07-27",11232.75,11282.3,11211.1,11273.6,303327938,11132.95,11184.65,11125.85,11184.25,326391195,0.934102267876269,70.0136420348711,59.8857733941966,0.0797739665721357,0.00550049241438266,11149.1894503897,61.75,121.085290609475,10722757914,0.00106016432546949
"392",392,"2018-07-30",11296.65,11328.05,11261.65,11312.9,266391007,11232.75,11282.3,11211.1,11273.6,303327938,1.03820217196082,73.6521659273674,68.9816029084406,0.0645735519019042,0.00795717056121426,11204.592500176,98.0499999999993,156.902405735021,11026085852,0.0214655810510706
"393",393,"2018-07-31",11311.05,11365.6,11267.85,11357.25,248359731,11296.65,11328.05,11261.65,11312.9,266391007,1.13550261717195,75.0842176852125,70.9773174324466,0.0611879060948353,0.00347995835216608,11256.9534673825,66.3999999999996,167.478598534996,11292476859,0.0375046416635714
"394",394,"2018-08-01",11359.8,11390.25,11314.05,11321.35,245773492,11311.05,11365.6,11267.85,11357.25,248359731,1.22985791140646,76.6280312383324,73.834338919725,0.0499597147248026,0.00391263900578842,11308.5156531197,97.75,163.240612241846,11540836590,0.0190183350415678
"395",395,"2018-08-02",11328.9,11328.9,11235.05,11238.15,190681450,11359.8,11390.25,11314.05,11321.35,245773492,1.26335617926205,72.7011556372326,66.396436616243,0.056103455511063,-0.00316598290783432,11332.7757723943,76.2000000000007,147.214133807748,11295063098,0.148587448781539
"396",396,"2018-08-03",11297.8,11367.6,11296.35,11362.25,190478491,11328.9,11328.9,11235.05,11238.15,190681450,1.21539077144743,64.4570514427246,57.8227008317403,0.0808167694905549,-0.00737608344323171,11321.1341738131,93.8500000000004,97.3214114843533,11104381648,0.328013802027173
"397",397,"2018-08-06",11401.5,11427.5,11370.9,11389.25,193466355,11297.8,11367.6,11296.35,11362.25,190478491,1.25228761339702,69.9337043752051,66.2266608337429,0.0918920491307996,0.0109822168896549,11351.622552488,129.450000000001,119.183452996017,11294860139,0.0603838688807418
"398",398,"2018-08-07",11423.15,11428,11359.8,11389.1,204951584,11401.5,11427.5,11370.9,11389.25,193466355,1.28564564716807,70.9813528717482,62.0677538782788,0.0910430779652401,0.00237347099532492,11381.3090687088,65.25,129.876588809729,11488326494,0.0777597072575727
"399",399,"2018-08-08",11412.5,11459.15,11379.6,11455.2,184904254,11423.15,11428,11359.8,11389.1,204951584,1.2965580835367,70.9665583274436,59.1161346121263,0.0900509134511371,-1.31704008410338e-05,11401.3947839076,68.2000000000007,112.544080034539,11283374910,0.0790008123476841
"400",400,"2018-08-09",11493.25,11495.1,11454.45,11471.1,279420160,11412.5,11459.15,11379.6,11455.2,184904254,1.33672333109964,73.5798478011775,61.619115850349,0.0903606057911654,0.00578701772185042,11436.2853937875,79.5499999999993,115.533625317356,11468279164,0.00770581349980278
"401",401,"2018-08-10",11474.95,11477.7,11420.55,11421.3,304587856,11493.25,11495.1,11454.45,11471.1,279420160,1.36364315979554,74.1818451081076,57.1787611592563,0.0845561434992697,0.00138705351924884,11465.5233923422,40.6499999999996,118.494690751044,11747699324,0.0503566932438103
"402",402,"2018-08-13",11369.6,11406.1,11340.75,11363.35,231157052,11474.95,11477.7,11420.55,11421.3,304587856,1.33364869928247,68.8874511844186,55.7555901595123,0.0901783699745918,-0.00435079577126629,11468.8174775783,57.1500000000015,94.1746098644672,11443111468,0.183559258798659
"403",403,"2018-08-14",11381.7,11452.25,11372.05,11433.7,215736525,11369.6,11406.1,11340.75,11363.35,231157052,1.25394628905915,63.2320351234616,57.1500734478513,0.0938238258347851,-0.00508676893923798,11450.2947585189,80.5499999999993,59.3187152968787,11211954416,0.34525681341719
"404",404,"2018-08-16",11397.15,11449.7,11366.6,11391.2,271069740,11381.7,11452.25,11372.05,11433.7,215736525,1.22664697905843,66.7958279176547,54.5539427479312,0.0967680357622854,0.00617187077399528,11458.2772438256,88.8999999999996,76.8359953894306,11427690941,0.166283006093432
"405",405,"2018-08-17",11437.15,11486.25,11432.9,11465.55,209319797,11397.15,11449.7,11366.6,11391.2,271069740,1.16123397275356,62.8335583401744,51.9146040033721,0.087965520105183,-0.00372400747575163,11448.7588333672,83.1000000000004,63.8518902466715,11156621201,0.365845070422534
"406",406,"2018-08-20",11502.1,11565.1,11501,11554.55,218340525,11437.15,11486.25,11432.9,11465.55,209319797,1.1488881753223,66.5696098395817,55.012395680432,0.0745564144084281,0.00650575976356293,11465.0627459243,95.0499999999993,91.5718266652634,11365940998,0.113631993847341
"407",407,"2018-08-21",11576.2,11581.4,11539.75,11571.25,211704678,11502.1,11565.1,11501,11554.55,218340525,1.18825791289199,70.404721546181,55.7405554328757,0.082853895327924,0.00773241153978077,11505.414530498,99.5500000000011,135.550483643084,11584281523,0.031964853810032
"408",408,"2018-08-23",11620.7,11620.7,11546.95,11578.5,233366238,11576.2,11581.4,11539.75,11571.25,211704678,1.21679088810713,71.075250185814,56.6817555444956,0.0822995236101173,0.00144427461129126,11539.5718563533,41.6499999999996,143.646447224672,11795986201,0.029305615706654
"409",409,"2018-08-24",11566.6,11604.45,11532.3,11556.3,197905282,11620.7,11620.7,11546.95,11578.5,233366238,1.22993088187369,71.3784260562172,59.4775007316719,0.0786940745134484,0.00062635667659805,11565.8814098149,73.75,146.314131768128,12029352439,0.109425645014911
"410",410,"2018-08-27",11605.85,11700.8,11603.95,11696.8,190739083,11566.6,11604.45,11532.3,11556.3,197905282,1.21041674163207,68.9937232888386,61.0425990465742,0.08041211764647,-0.00191918726888218,11576.5718907334,72.1500000000015,126.022815852721,11831447157,0.19855094804995
"411",411,"2018-08-28",11731.95,11760.15,11710.8,11743.75,199546461,11605.85,11700.8,11603.95,11696.8,190739083,1.27872371700459,74.7445516341346,65.1793394764043,0.0935055347941996,0.0120845573140915,11629.5044642166,144.5,181.83700334447,12022186240,0.0111095681155395
"412",412,"2018-08-29",11744.95,11753.1,11679.1,11686.95,233702206,11731.95,11760.15,11710.8,11743.75,199546461,1.34951118170579,76.3247762885534,69.047022076556,0.0809942961275917,0.0040058840585484,11682.6839732684,63.3500000000004,194.969162327207,12221732701,0.0391034811635662
"413",413,"2018-08-30",11694.75,11698.05,11640.6,11679.55,287409534,11744.95,11753.1,11679.1,11686.95,233702206,1.34967632185641,70.5718026534408,63.3399868849023,0.0909298852096549,-0.00484834949566348,11701.5253314512,74,147.16737578876,11988030495,0.174535050071528
"414",414,"2018-08-31",11675.85,11727.15,11641,11675.45,255810324,11694.75,11698.05,11640.6,11679.55,287409534,1.32897665572487,69.8332908860954,60.3677194377529,0.0854813802063749,-0.000633385423354227,11711.2100313438,57.4499999999989,108.981170947437,11700620961,0.192179303767288
"415",415,"2018-09-03",11751.8,11751.8,11567.7,11571.05,207874032,11675.85,11727.15,11641,11675.45,255810324,1.29453884383421,69.3999574176093,57.5177479739966,0.083688067292122,-0.000351102551240601,11715.2911930457,86.1499999999996,100.395931711729,11444810637,0.201955174058176
"416",416,"2018-09-04",11598.75,11601.55,11497.4,11523.15,224999047,11751.8,11751.8,11567.7,11571.05,207874032,1.18076622339576,59.308021461559,47.5066953199714,0.0941468766069822,-0.00898205767681937,11682.1937494562,184.099999999999,63.971829433837,11236936605,0.450882212684789
"417",417,"2018-09-05",11514.85,11542.1,11393.9,11471.3,213937850,11598.75,11601.55,11497.4,11523.15,224999047,1.04517960624964,55.3323191938109,46.0201502655587,0.096435426703865,-0.0041482336420362,11640.5287252531,104.15,4.59824375063128,11011937558,0.602210646677679
"418",418,"2018-09-06",11514.15,11561.95,11436.3,11519.15,201828906,11514.85,11542.1,11393.9,11471.3,213937850,0.891293395245762,51.3218031786037,40.4397007879944,0.0984797166402142,-0.00450979152604347,11591.6164784641,148.200000000001,-46.5911680048564,10797999708,0.733960106720876
"419",419,"2018-09-07",11558.25,11602.75,11484.75,11586.05,224721084,11514.15,11561.95,11436.3,11519.15,201828906,0.79363218199191,54.5926865118972,42.2819163142093,0.102062151233744,0.00416260395881451,11570.714347028,125.650000000001,-26.9949061596552,10999828614,0.6580204778157
"420",420,"2018-09-10",11570.25,11572.2,11427.5,11439.5,229238483,11558.25,11602.75,11484.75,11586.05,224721084,0.754289800976204,58.7645506971435,48.0218851569865,0.0804424225027655,0.00579092039507856,11577.1331070741,118,6.50800182461809,11224549698,0.475358361774745
"421",421,"2018-09-11",11476.85,11478.65,11274.5,11282,265864691,11570.25,11572.2,11427.5,11439.5,229238483,0.613614395962414,48.2965280524485,40.9804557565102,0.0951552548044454,-0.0127295095155766,11533.2784553008,158.549999999999,-53.723373605052,10995311215,0.875494880546074
"422",422,"2018-09-12",11340.1,11380.15,11250.6,11370.2,234403383,11476.85,11478.65,11274.5,11282,265864691,0.387231175952851,40.0411779275902,34.7040289179629,0.111957906166252,-0.0138637433850128,11448.7549791451,204.15,-145.604992684596,10729446524,0.984556779573767
"423",423,"2018-09-14",11443.5,11523,11431.05,11510.75,221692317,11340.1,11380.15,11250.6,11370.2,234403383,0.266416282221305,45.6443854405166,43.9501686251491,0.127988374020339,0.00778736243947087,11415.8176114988,129.549999999999,-149.606692916896,10963849907,0.765283092925129
"424",424,"2018-09-17",11464.95,11464.95,11367.75,11371.6,174515167,11443.5,11523,11431.05,11510.75,221692317,0.266355394843365,53.156763809676,51.0029399915666,0.152169528676749,0.0122854835834669,11438.7234195539,152.799999999999,-43.2233481360561,11185542224,0.489451476793249
"425",425,"2018-09-18",11381.55,11410.85,11269.4,11282.25,200252552,11464.95,11464.95,11367.75,11371.6,174515167,0.166549782578085,46.3297601025367,44.2183281745219,0.158044957828925,-0.0121623622824476,11410.4381036386,143,-107.52267736525,11011027057,0.762535570601511
"426",426,"2018-09-19",11326.65,11331.85,11211.1,11237.15,222630144,11381.55,11410.85,11269.4,11282.25,200252552,0.0241180516610262,42.5507755615997,38.7372068607121,0.161000353612181,-0.0078883247943704,11360.682211046,141.450000000001,-149.981705713526,10810774505,0.937014925373135
"427",427,"2018-09-21",11271.3,11346.35,10869.25,11160.55,382826691,11326.65,11331.85,11211.1,11237.15,222630144,-0.119500820425922,40.7442342699612,34.4705252853777,0.160802909908033,-0.00400544066866892,11309.8726561354,120.75,-157.266309465432,10588144361,0.951821712594786
"428",428,"2018-09-24",11164.4,11167.75,10943.9,10974.7,259040008,11271.3,11346.35,10869.25,11160.55,382826691,-0.284664146919889,37.8081861695611,43.4288502254502,0.157286528050089,-0.00684001470232332,11248.1332795049,477.1,-192.711435702293,10205317670,0.669933714803694
"429",429,"2018-09-25",10969.95,11080.3,10882.95,11080.05,262392722,11164.4,11167.75,10943.9,10974.7,259040008,-0.542183785264361,31.8174423194982,43.0415711172565,0.160667172138095,-0.0167926151572182,11142.4702826033,223.85,-195.759057915481,9946277662,0.880516684607104
"430",430,"2018-09-26",11145.55,11145.55,10993.3,11047.05,226822024,10969.95,11080.3,10882.95,11080.05,262392722,-0.664500644584387,37.83092382386,47.6097956323786,0.174484789961347,0.00955357020863978,11101.017523269,197.349999999999,-164.624892821096,10208670384,0.712610770279483
"431",431,"2018-09-27",11079.8,11089.45,10953.65,10985.95,300710082,11145.55,11145.55,10993.3,11047.05,226822024,-0.776681295817827,36.7378963976464,44.267087152382,0.162999532165183,-0.00298276994875124,11061.665923276,152.25,-126.876467309292,9981848360,0.757600545330608
"432",432,"2018-09-28",11008.1,11033.45,10850.35,10931.75,303259513,11079.8,11089.45,10953.65,10985.95,300710082,-0.899728114273068,34.7367221687456,44.8292827285314,0.15142346735276,-0.0055462403325528,11014.6415985443,135.800000000001,-128.149167638465,9681138278,0.840899795501021
"433",433,"2018-10-01",10930.9,11035.45,10822.85,11014.6,231495565,11008.1,11033.45,10850.35,10931.75,303259513,-1.02526101344782,33.018532350015,46.479875842693,0.116052373145712,-0.00494578450121708,10964.2966671605,183.1,-135.179139495851,9377878765,0.891812865497077
"434",434,"2018-10-03",10982.7,10988.3,10844.3,10850.45,242024481,10930.9,11035.45,10822.85,11014.6,231495565,-1.05339522804896,38.061872791862,51.6331909741524,0.128287930913173,0.00755026631600586,10956.907195171,212.6,-113.028416610398,9609374330,0.744111563354908
"435",435,"2018-10-04",10754.7,10754.7,10551.85,10552.7,318180703,10982.7,10988.3,10844.3,10850.45,242024481,-1.18154705579826,32.7934168411683,45.960018507349,0.141200183271737,-0.0150151116970232,10899.6032611889,170.300000000001,-117.401507302995,9367349849,0.960579875740912
"436",436,"2018-10-05",10514.1,10540.1,10263.55,10263.55,467990459,10754.7,10754.7,10551.85,10552.7,318180703,-1.48446171698072,25.8136845581875,42.2234398359561,0.189251509680189,-0.027824802431109,10761.1881231946,298.6,-172.678414710792,9049169146,0.999124749008907
"437",437,"2018-10-08",10310.15,10397.65,10198.8,10352.75,319586906,10514.1,10540.1,10263.55,10263.55,467990459,-1.91873892468647,21.1139113674849,30.6510545374669,0.219756444829183,-0.0277829675539731,10566.0511093903,289.150000000001,-207.587557233727,8581178687,1
"438",438,"2018-10-09",10390.3,10397.35,10279.6,10291.8,355398611,10310.15,10397.65,10198.8,10352.75,319586906,-2.17695133207333,25.6132514255759,34.2530442203295,0.233712672250198,0.00865340110663482,10454.9097659548,198.85,-186.062836239707,8900765593,0.878410930774394
"439",439,"2018-10-10",10331.85,10482.35,10319.15,10462.7,279861724,10390.3,10397.35,10279.6,10291.8,355398611,-2.40307406054255,24.5815564581505,33.5051344867896,0.213101455695576,-0.00590472324065061,10356.9834198217,117.75,-161.979565772667,8545366982,0.923270492141413
"440",440,"2018-10-11",10169.8,10335.6,10139,10248.3,319490208,10331.85,10482.35,10319.15,10462.7,279861724,-2.42885302656217,32.7599442651417,38.4470546105705,0.250877251093914,0.0164690898612729,10345.7704634906,190.550000000001,-123.079200090876,8825228706,0.770031806892945
"441",441,"2018-10-12",10331.55,10492.3,10329.5,10465.2,270979794,10169.8,10335.6,10139,10248.3,319490208,-2.58305253066987,28.5737046096462,34.018705506635,0.262854330974151,-0.0207047133523286,10271.2536757486,323.700000000001,-138.237903480234,8505738498,0.909471155837165
"442",442,"2018-10-15",10524.2,10526.1,10410.3,10517.7,203641865,10331.55,10492.3,10329.5,10465.2,270979794,-2.51408419639412,37.3024346913178,41.0500307145076,0.305170014330417,0.0209436288681601,10292.3142169874,244,-87.0039130627533,8776718292,0.682916160388821
"443",443,"2018-10-16",10550.15,10604.75,10526.4,10576.45,225975303,10524.2,10526.1,10410.3,10517.7,203641865,-2.39259199406299,39.238006928175,49.3886350567765,0.302099960002114,0.00500408518877471,10329.4832002304,115.800000000001,-66.9169052395493,8980360157,0.623764343549748
"444",444,"2018-10-17",10688.7,10709.5,10436.65,10458.45,219611812,10550.15,10604.75,10526.4,10576.45,225975303,-2.2262540433061,41.4175211291942,56.085016196462,0.300463546033651,0.00557027914449115,10380.0084468565,87.0499999999993,-43.8319606458228,9206335460,0.565396651929858
"445",445,"2018-10-19",10339.7,10379,10249.75,10316.55,246294153,10688.7,10709.5,10436.65,10458.45,219611812,-2.15949023906229,38.435446916213,47.3988765490466,0.266981063535221,-0.011219567271965,10381.3168037928,272.85,-44.4243330932271,8986723648,0.663896049239833
"446",446,"2018-10-22",10405.85,10405.85,10224.5,10252.55,221113361,10339.7,10379,10249.75,10316.55,246294153,-2.19024906402987,35.1572549980908,47.6508933882924,0.229024736741685,-0.0136608622637482,10337.8334128561,208.700000000001,-83.4461908340022,8740429495,0.80194098945842
"447",447,"2018-10-23",10152.6,10221.15,10102.5,10184.35,235188863,10405.85,10405.85,10224.5,10252.55,221113361,-2.23907519428662,33.7587282424141,41.4247368899218,0.225901472132121,-0.00622294670486667,10286.8640879198,181.35,-82.251574748788,8519316134,0.873333705170395
"448",448,"2018-10-24",10278.15,10288.75,10126.95,10239.9,285154251,10152.6,10221.15,10102.5,10184.35,235188863,-2.30510031432063,32.2849081929203,42.5851517457734,0.226472671935354,-0.00667422683143037,10229.0643220395,150.049999999999,-104.778442641574,8284127271,0.907597651840144
"449",449,"2018-10-25",10135.05,10166.6,10079.35,10139.3,413072656,10278.15,10288.75,10126.95,10239.9,285154251,-2.28957470345152,34.7824193590119,40.7472232547316,0.205331965724251,0.00543962563861911,10207.2573937381,161.799999999999,-87.2217646087735,8569281522,0.789328426862926
"450",450,"2018-10-26",10122.35,10127.95,10004.8,10012.65,246067078,10135.05,10166.6,10079.35,10139.3,413072656,-2.32937421088768,32.4483528666975,39.0787222341199,0.180712591796847,-0.00987289168913641,10160.4822634294,160.549999999999,-103.98800489222,8156208866,0.904863921288584
"451",451,"2018-10-29",10078.1,10274.15,10020.4,10249.05,300954410,10122.35,10127.95,10004.8,10012.65,246067078,-2.43299149596539,29.7423936248599,36.5966773049648,0.129970675588959,-0.0125696686938728,10086.6019774068,134.5,-120.236960462485,7910141788,0.988860508017596
"452",452,"2018-10-30",10239.4,10284.9,10175.8,10190.2,231416704,10078.1,10274.15,10020.4,10249.05,300954410,-2.30550677396781,39.8289544952489,47.2017780074083,0.195999473825273,0.0233357248065929,10112.8489932956,261.5,-78.2566572056917,8211096198,0.653398609337307
"453",453,"2018-10-31",10209.55,10395.7,10105.3,10362,302523526,10239.4,10284.9,10175.8,10190.2,231416704,-2.2251358657687,38.3528042391857,47.0714541241921,0.189485135663265,-0.00575854423485822,10115.4672768808,109.1,-61.7940551628795,7979679494,0.736909323116218
"454",454,"2018-11-01",10441.7,10441.7,10342.15,10381.15,257351106,10209.55,10395.7,10105.3,10362,302523526,-2.00422428030768,44.786205369703,55.9149832069309,0.21350883024325,0.0167187942651932,10176.4839038468,290.400000000001,-29.0055537152574,8282203020,0.493117638711508
"455",455,"2018-11-02",10462.3,10606.15,10460.75,10557.2,342087128,10441.7,10441.7,10342.15,10381.15,257351106,-1.79343295956487,45.4693276647111,55.9100371342246,0.199501790375179,0.00184639318912261,10229.7930870604,99.5500000000011,34.3941374641006,8539554126,0.465942954448702
"456",456,"2018-11-05",10558.75,10558.75,10477.2,10526.15,262434877,10462.3,10606.15,10460.75,10557.2,342087128,-1.47205726938905,51.4199300784128,56.689793167314,0.211607282185984,0.0168164300223683,10328.6812812098,225,127.708365047214,8881641254,0.21612033489428
"457",457,"2018-11-06",10552,10600.15,10492.05,10520.4,250444982,10558.75,10558.75,10477.2,10526.15,262434877,-1.22745624851714,50.375805441946,58.2350416070497,0.206816625708627,-0.00294545434652349,10392.1690382449,81.5499999999993,101.91943404527,8619206377,0.260181637576274
"458",458,"2018-11-09",10614.7,10619.45,10545.4,10581.55,240646818,10552,10600.15,10492.05,10520.4,250444982,-1.02627126092197,50.1726265339122,59.2391625921247,0.207650875561729,-0.000546407857159537,10437.1974032604,108.1,96.7068775038802,8368761395,0.268341138072939
"459",459,"2018-11-12",10607.8,10645.4,10464.35,10479.55,209494631,10614.7,10619.45,10545.4,10581.55,240646818,-0.810193518581503,52.3726452728338,57.2278468592502,0.192608362880058,0.00579568913479633,10490.3057334522,99.0500000000011,103.898252309975,8609408213,0.0616611079476147
"460",460,"2018-11-13",10451.9,10595.75,10441.9,10581.2,218479156,10607.8,10645.4,10464.35,10479.55,209494631,-0.70966862466556,48.5240370415122,54.3583090306245,0.184643430179689,-0.00968617949550321,10495.1549219788,181.049999999999,74.6254583358679,8399913582,0.258897908211053
"461",461,"2018-11-14",10634.9,10651.2,10533.4,10568.15,321525488,10451.9,10595.75,10441.9,10581.2,218479156,-0.545240419383908,52.2869828912213,53.845193545846,0.152483825672941,0.00965310250881402,10531.4885135718,153.85,71.6930771021288,8618392738,0.100218545113954
"462",462,"2018-11-15",10580.6,10646.5,10559.8,10601.35,217310392,10634.9,10651.2,10533.4,10568.15,321525488,-0.420226312930461,51.7638191792519,52.324341694224,0.145282413140798,-0.0012340806366371,10553.1403058424,117.800000000001,83.9822033202141,8296867250,0.128480816831685
"463",463,"2018-11-16",10644,10695.05,10631.35,10680.85,238808550,10580.6,10646.5,10559.8,10601.35,217310392,-0.292303420373574,53.0508357861225,47.8348282545497,0.123485316622247,0.0031365905873102,10579.1058756816,86.7000000000007,86.2402590830909,8514177642,0.0771194306930697
"464",464,"2018-11-19",10731.25,10774.25,10689.25,10770.35,191169415,10644,10695.05,10631.35,10680.85,238808550,-0.128539685223839,56.0732503517544,50.8557269291991,0.126134714344722,0.00747106688088728,10623.5041207581,93.6999999999989,107.880800014409,8752986192,0.0205722564288286
"465",465,"2018-11-20",10740.1,10740.1,10641,10647.55,188407185,10731.25,10774.25,10689.25,10770.35,191169415,0.0686293752103051,59.2534718448725,57.667037287861,0.102295956754023,0.00834456993892552,10684.7077684288,93.3999999999996,125.669987696466,8944155607,0.00517344299263731
