"","X","Date","open","high","low","close","volume","Open","High","Low","Close","Volume","macd","rsi","ulti","volatility","roc","dema","atr","cci","obv","wr"
"183",183,"2017-09-26",9875.25,9890.7,9813.2,9855.25,171878410,9960.1,9960.1,9816.4,9875.6,196600901,0.373477182897575,41.4635285812019,43.5967781610668,0.10396777100226,-0.00887138363877504,10031.1899629018,147.200000000001,-83.5959087161718,5873061792,0.836509251587957
"184",184,"2017-09-27",9920.6,9920.6,9714.9,9738.3,187312181,9875.25,9890.7,9813.2,9855.25,171878410,0.210031765185903,40.1919525114821,43.1305007632297,0.103180491509898,-0.00206276031856056,9973.52374797676,77.5,-109.102475452907,5701183382,0.884889132220095
"185",185,"2017-09-28",9736.4,9786.5,9688.4,9760.2,321033039,9920.6,9920.6,9714.9,9738.3,187312181,-0.0142271798456273,33.7804227285719,34.6628141093944,0.112858714224034,-0.0119377436832764,9892.34971160623,205.700000000001,-144.071183832068,5513871201,0.949525452976705
"186",186,"2017-09-29",9814.3,9853.9,9775.4,9782.95,185852298,9736.4,9786.5,9688.4,9760.2,321033039,-0.172778535022988,35.8443115610609,38.3170198063396,0.116148364887695,0.00224632758508925,9840.157184396,98.1000000000004,-158.260944865692,5834904240,0.853499285860026
"187",187,"2017-10-03",9893.3,9893.3,9831.15,9854.75,189604618,9814.3,9853.9,9775.4,9782.95,185852298,-0.277102872543722,38.0058962353668,37.2717146131638,0.104976386579224,0.00232818253723011,9810.09583363887,93.6999999999989,-107.1441356274,6020756538,0.80708018771679
"188",188,"2017-10-04",9884.35,9937.95,9850.95,9924.5,149693583,9893.3,9893.3,9831.15,9854.75,189604618,-0.298032954890015,44.3757436256041,37.3130326223735,0.120961131944457,0.00731249789377131,9812.81027375554,110.349999999999,-69.948956897205,6210361156,0.660579473576821
"189",189,"2017-10-05",9927,9945.85,9881.95,9887.1,141747735,9884.35,9937.95,9850.95,9924.5,149693583,-0.254867785839064,49.7746530131072,44.5450570192915,0.13300992843352,0.00705287502116825,9839.07166676734,87,-42.0048842888675,6360054739,0.518261579269536
"190",190,"2017-10-06",9908.15,9989.25,9907.65,9987.2,194349835,9927,9945.85,9881.95,9887.1,141747735,-0.248266008615983,47.1329815341699,42.7645490747439,0.133101725293874,-0.0037755703151543,9847.11204831186,63.8999999999996,-41.4877567598912,6218307004,0.594572536217097
"191",191,"2017-10-09",9988.2,10015.65,9959.5,9987.95,141197810,9908.15,9989.25,9907.65,9987.2,194349835,-0.159670876296136,54.1472601986543,47.4439027626064,0.121504213440464,0.0100733959389832,9886.90727733549,102.15,-9.62777651428821,6412656839,0.390328504386858
"192",192,"2017-10-10",10013.7,10033.9,10002.35,10013.8,142343672,9988.2,10015.65,9959.5,9987.95,141197810,-0.0878889206041289,54.1962957055253,54.4452529217264,0.108460891158098,7.50933034634471e-05,9917.11045453856,56.1499999999996,4.32126693454592,6553854649,0.38879820444807
"193",193,"2017-10-11",10042.6,10067.2,9955.85,9970.1,174777022,10013.7,10033.9,10002.35,10013.8,142343672,-0.00993777771224336,55.9450316584491,52.9748143527969,0.106700097332163,0.00258477527137657,9948.21636805338,45.9499999999989,21.0696319123147,6696198321,0.324405688778159
"194",194,"2017-10-12",10011.2,10104.05,9977.1,10098,191412921,10042.6,10067.2,9955.85,9970.1,174777022,0.016130940748571,52.3091724394073,50.2639099724884,0.0793503956129375,-0.00437352765544752,9956.76110790865,111.35,12.3497856948975,6521421299,0.401275239107331
"195",195,"2017-10-13",10123.7,10191.75,10121.75,10161.75,211225614,10011.2,10104.05,9977.1,10098,191412921,0.138833889190182,60.417364587095,55.5070864321645,0.0960778582776478,0.0127467704230071,10005.2030872197,133.949999999999,52.0431181613232,6712834220,0.0145555154577151
"196",196,"2017-10-16",10207.4,10242.95,10175.3,10233.05,187328974,10123.7,10191.75,10121.75,10161.75,211225614,0.284053700804821,63.727606377079,56.1447797068707,0.096492690601026,0.00629328697579012,10061.7732357761,93.75,108.401919195584,6924059834,0.059600675474322
"197",197,"2017-10-17",10227.65,10251.65,10212.9,10238.35,174952050,10207.4,10242.95,10175.3,10233.05,187328974,0.450931365907237,67.0468974986906,62.3012525065186,0.096173833217301,0.0069920068328102,10126.5177737097,81.2000000000007,132.424862703561,7111388808,0.0178523126859642
"198",198,"2017-10-18",10209.4,10236.3,10176.1,10214.8,235788641,10227.65,10251.65,10212.9,10238.35,174952050,0.580130646105803,67.2865415273686,59.2916849707322,0.0962556437072228,0.000517795570251778,10175.132951212,38.75,135.436205041538,7286340858,0.0236129604971137
"199",199,"2017-10-23",10176.65,10223.65,10124.8,10191.3,209226762,10209.4,10236.3,10176.1,10214.8,235788641,0.655615301376433,65.0237626067856,62.3464122800391,0.0929258946184377,-0.00230282478807808,10201.9816914834,62.25,117.141870994379,7050552217,0.0654238792720823
"200",200,"2017-10-24",10218.55,10237.5,10182.45,10207.7,195911370,10176.65,10223.65,10124.8,10191.3,209226762,0.688418046540784,62.7558325964701,62.9673702197559,0.0887198332837499,-0.0023032338750415,10212.6099658309,98.8500000000004,99.2131736073554,6841325455,0.126719160104988
"201",201,"2017-10-25",10321.15,10333,10241.25,10293.75,574760788,10218.55,10237.5,10182.45,10207.7,195911370,0.719033402960201,63.7071795691373,68.3272662885335,0.0878783850841899,0.00160792230338735,10224.4417869782,55.0499999999993,108.065902664754,7037236825,0.10451843043995
"202",202,"2017-10-26",10291.8,10355.35,10272.15,10336.3,420552551,10321.15,10333,10241.25,10293.75,574760788,0.802375766961227,68.2848005169999,64.7202638267491,0.0935983984187923,0.00839457748796946,10260.25509578,125.299999999999,126.577343584278,7611997613,0.081423088891194
"203",203,"2017-10-27",10362.3,10364.8,10312,10319.2,245055737,10291.8,10355.35,10272.15,10336.3,420552551,0.891495673936693,70.2809256358107,65.5346292237224,0.0820904112952388,0.00412505644302463,10299.4026794976,83.2000000000007,122.136209470704,8032550164,0.040240811153361
"204",204,"2017-10-30",10353.85,10384.25,10344.85,10365.25,216395323,10362.3,10364.8,10312,10319.2,245055737,0.937277161519168,68.4172632508575,60.8044879967965,0.0674562146135178,-0.00165573371804761,10321.1757667962,52.7999999999993,112.369812447554,7787494427,0.0997484414305995
"205",205,"2017-10-31",10364.9,10364.9,10324,10340,223213457,10353.85,10384.25,10344.85,10365.25,216395323,0.998101487500458,70.6726489013941,60.5632913204682,0.0646786560048591,0.00445262756146114,10350.9089651764,65.0499999999993,112.785843735366,8003889750,0.0443510737628385
"206",206,"2017-11-01",10390.35,10451.6,10386.35,10441.55,255044135,10364.9,10364.9,10324,10340,223213457,1.01427755877797,67.813077544804,59.2411066736729,0.0617832012683367,-0.00243899614996756,10362.9399834251,41.25,96.0520405088069,7780676293,0.103291316526611
"207",207,"2017-11-02",10440.5,10452.65,10412.65,10425.45,194947731,10390.35,10451.6,10386.35,10441.55,255044135,1.09411404478543,72.612652417237,63.3164488984603,0.0768658205572218,0.00977316978696052,10403.8057069329,111.6,123.515681594564,8035720428,0.0202723146747374
"208",208,"2017-11-03",10461.55,10461.55,10403.95,10453.65,186421926,10440.5,10452.65,10412.65,10425.45,194947731,1.13113066516137,70.8098520579606,64.2413636196463,0.075521388509709,-0.0015431066463556,10427.0875315312,40,118.045149052251,7840772697,0.0571969298706739
"209",209,"2017-11-06",10431.75,10490.4,10413.8,10435.8,206890252,10461.55,10461.55,10403.95,10453.65,186421926,1.16866605763721,72.115729838223,64.4789590343641,0.0702851661998232,0.00270126750172039,10451.9410659638,57.5999999999985,114.907332206541,8027194623,0.0232489699823415
"210",210,"2017-11-07",10477.15,10485.15,10340.9,10351.4,239066459,10431.75,10490.4,10413.8,10435.8,206890252,1.1705571344369,69.9815854011893,59.1164008373181,0.0742969963698036,-0.00170899706258254,10462.7342231967,76.6000000000004,109.181326930754,7820304371,0.149343544857769
"211",211,"2017-11-08",10361.95,10383.85,10285.55,10313.8,237157538,10477.15,10485.15,10340.9,10351.4,239066459,1.0933141372625,60.8170937851002,50.8538326038347,0.083808977618674,-0.00812042639574528,10441.1681805775,144.25,74.0254005263834,7581237912,0.380196936542669
"212",212,"2017-11-09",10358.65,10368.3,10267.25,10324.6,215490917,10361.95,10383.85,10285.55,10313.8,237157538,0.991280724241705,57.2219416496065,46.5530265030158,0.083646728822598,-0.00363897194239193,10411.33411302,98.3000000000011,33.7068574766673,7344080374,0.483041575492342
"213",213,"2017-11-10",10304.35,10344.5,10254.25,10334.4,265197526,10358.65,10368.3,10267.25,10324.6,215490917,0.908399923663961,57.9901227474688,48.5282024558071,0.0834232405224616,0.00104659285466191,10391.7085268692,101.049999999999,23.0651167223762,7559571291,0.453501094091901
"214",214,"2017-11-13",10322,10334,10216.95,10222.6,200531484,10304.35,10344.5,10254.25,10334.4,265197526,0.840685497200555,58.7146021221148,47.9478936138666,0.0794559849848882,0.000948739119520425,10379.5919435164,90.25,8.19495985072911,7824768817,0.506575742815394
"215",215,"2017-11-14",10223.4,10247.95,10175.6,10181.65,165756463,10322,10334,10216.95,10222.6,200531484,0.691633241183931,48.4494795249538,43.144207500265,0.0976028713932981,-0.0108771807443873,10333.0282160318,117.449999999999,-48.1742257985792,7624237333,0.97933808740172
"216",216,"2017-11-15",10171.95,10175.3,10094.2,10129.55,189891388,10223.4,10247.95,10175.6,10181.65,165756463,0.535219215400828,45.3238224146971,37.5187038507886,0.0715700753041495,-0.0040138750485248,10284.6697466898,72.3500000000004,-104.973052956365,7458480870,0.980781448538757
"217",217,"2017-11-16",10152.9,10231.85,10139.25,10231.45,171280819,10171.95,10175.3,10094.2,10129.55,189891388,0.366034895139555,41.6428609035264,37.3340015523344,0.0721164416758435,-0.00513018573668056,10231.6687962479,87.4499999999989,-155.250717367511,7268589482,0.910777385159014
"218",218,"2017-11-17",10324.55,10343.45,10268.45,10274.75,354639164,10152.9,10231.85,10139.25,10231.45,171280819,0.308411745084469,50.1673753818373,48.488254975756,0.0977067944595989,0.0100094151333447,10226.4989435969,102.300000000001,-91.3245058794575,7439870301,0.653584048460373
"219",219,"2017-11-20",10287.2,10309.65,10261.85,10297.05,145468847,10324.55,10343.45,10268.45,10274.75,354639164,0.293413376084772,53.2897583522121,48.2584576807737,0.104041954402555,0.00422311928623031,10237.5158540173,112,-14.4052781382379,7794509465,0.544295810196871
"220",220,"2017-11-21",10329.25,10358.6,10315.4,10321.25,224206660,10287.2,10309.65,10261.85,10297.05,145468847,0.295640222793359,54.8584951746044,49.0182612768141,0.0980194205191367,0.00216801726000782,10253.4935922652,47.7999999999993,-27.3207798162776,7939978312,0.488011105502274
"221",221,"2017-11-22",10350.8,10368.5,10309.65,10346.85,162643736,10329.25,10358.6,10315.4,10321.25,224206660,0.312785947478944,56.5633578691018,43.6962122694967,0.0972353818564702,0.00234743030343942,10273.629314819,61.5500000000011,9.8758656018787,8164184972,0.426930843008582
"222",222,"2017-11-23",10358.45,10374.15,10307.45,10350.95,153361153,10350.8,10368.5,10309.65,10346.85,162643736,0.342471684691592,58.3551355033275,50.3042917029488,0.0979985366631642,0.00247724881259082,10297.1456476089,58.8500000000004,18.1847938077288,8326828708,0.362317011610297
"223",223,"2017-11-24",10366.8,10404.45,10363.1,10393.3,137431873,10358.45,10374.15,10307.45,10350.95,153361153,0.364938508788981,58.6493329916094,54.0725850966894,0.0979134782146138,0.000396177376691398,10315.8864770763,66.6999999999989,19.5487765071744,8480189861,0.351968702675415
"224",224,"2017-11-27",10361.05,10406.8,10340.4,10404.65,141959159,10366.8,10404.45,10363.1,10393.3,137431873,0.411101117392554,61.6620647668013,57.8878375497248,0.0728189872386081,0.00408306483350174,10343.591115742,53.5,61.4321871150796,8617621734,0.234940529479475
"225",225,"2017-11-28",10387.9,10409.3,10355.45,10363.8,190498944,10361.05,10406.8,10340.4,10404.65,141959159,0.451236151677636,62.4516445133061,58.3898904748739,0.0641324686816335,0.00109145383335907,10367.5325311879,66.3999999999996,56.4392516901444,8759580893,0.0068777991042855
"226",226,"2017-11-29",10376.65,10392.3,10345.95,10350.65,140609031,10387.9,10409.3,10355.45,10363.8,190498944,0.445885914304633,57.8348772556432,58.4892891811911,0.0597343593616789,-0.00393385666048651,10371.282320662,53.8499999999985,45.4559835143979,8569081949,0.1443986036179
"227",227,"2017-11-30",10332.7,10332.7,10212.25,10229.45,344432576,10376.65,10392.3,10345.95,10350.65,140609031,0.426431186456844,56.3897287337105,53.5255263751624,0.0420405398886648,-0.00126964527337137,10369.1980534286,46.3499999999985,36.7801346299882,8428472918,0.186131386861314
"228",228,"2017-12-01",10263.7,10272.6,10109.55,10119.8,129515882,10332.7,10332.7,10212.25,10229.45,344432576,0.312686340504009,45.1834048587772,44.9409940675891,0.0781702690987743,-0.0117785045944174,10327.1235256631,138.4,-67.3752117933743,8084040342,0.570771183751188
"229",229,"2017-12-04",10175.05,10175.5,10095.85,10137.9,144137530,10263.7,10272.6,10109.55,10119.8,129515882,0.134990721576278,37.8540434050147,36.9807204098763,0.0933500003611121,-0.0107769142591874,10259.4811219304,163.050000000001,-143.200145433082,7954524460,0.918755950491912
"230",230,"2017-12-05",10118.25,10147.35,10069.55,10122.15,149400836,10175.05,10175.5,10095.85,10137.9,144137530,0.00799719566253465,39.5958837363444,37.1261244007388,0.0925607800777049,0.00178697530485117,10215.5657567232,79.6499999999996,-150.875506006994,8098661990,0.861313868613142
"231",231,"2017-12-06",10088.8,10104.15,10033.7,10039.65,156783770,10118.25,10147.35,10069.55,10122.15,149400836,-0.104041907276031,38.5825032599862,37.8531941955976,0.0886902429860286,-0.00155478423525857,10178.3937930152,77.8000000000011,-146.221788252491,7949261154,0.845180279617365
"232",232,"2017-12-07",10063.45,10182.35,10062,10172.7,165874082,10088.8,10104.15,10033.7,10039.65,156783770,-0.255219367207948,33.7150246869077,29.689664964605,0.0917124304131247,-0.00818383878960383,10124.3780555572,88.4499999999989,-161.339475677447,7792477384,0.984158679446222
"233",233,"2017-12-08",10198.45,10270.75,10195.25,10267.85,190508760,10063.45,10182.35,10062,10172.7,165874082,-0.267087042077707,45.6283223705655,40.1249525511418,0.12331923800426,0.0131654084525969,10129.401303852,142.700000000001,-86.9467844049398,7958351466,0.629925452609157
"234",234,"2017-12-11",10310.5,10328.85,10282.1,10326.05,142806601,10198.45,10270.75,10195.25,10267.85,190508760,-0.199024254915126,52.2393065236783,46.5270121434082,0.137896285123663,0.00930999285901812,10165.6498815089,98.0499999999993,-5.06466903950184,8148860226,0.376597444089455
"235",235,"2017-12-12",10324.9,10324.9,10230.45,10241.75,168671736,10310.5,10328.85,10282.1,10326.05,142806601,-0.0980614352581233,55.7809260351285,53.3419547101325,0.141898524353653,0.00565217418198749,10212.5336440226,61,43.7528866918869,8291666827,0.221645367412141
"236",236,"2017-12-13",10236.6,10296.3,10169.95,10202.75,168648830,10324.9,10324.9,10230.45,10241.75,168671736,-0.0835995636497167,49.997695102071,55.5846289748144,0.148022939107641,-0.0081973251443852,10219.8034802832,95.5999999999985,6.62803849435537,8122995091,0.44608626198083
"237",237,"2017-12-14",10229.3,10275.9,10141.8,10258.85,152470021,10236.6,10296.3,10169.95,10202.75,168648830,-0.101719679308721,47.5419487362197,51.2822908068143,0.135108597393314,-0.00381521165168763,10212.5030076879,126.349999999999,-31.6641604986181,7954346261,0.549920127795527
"238",238,"2017-12-15",10345.65,10373.05,10321.45,10326.8,224804806,10229.3,10275.9,10141.8,10258.85,152470021,-0.071023217188193,51.2511534904595,54.976434682724,0.121692590593005,0.0054834558948631,10225.8389555311,134.1,-31.1313061187126,8106816282,0.400559105431309
"239",239,"2017-12-18",10263.1,10443.4,10076.15,10390.8,214888966,10345.65,10373.05,10321.45,10326.8,224804806,0.00675042336639731,55.3676668387786,58.423275023555,0.124753693966847,0.00660171010253841,10258.3204096896,114.199999999999,61.2814125701159,8331621088,0.21964856230032
"240",240,"2017-12-19",10414.8,10469.8,10406.15,10469.5,166778156,10263.1,10443.4,10076.15,10390.8,214888966,0.11727298224975,58.8889350595576,63.6757514385299,0.124412508502119,0.00617834146651752,10303.4850059547,367.25,30.3974387430516,8546510054,0.128386624359289
"241",241,"2017-12-20",10494.4,10494.4,10437.35,10443.2,173139253,10414.8,10469.8,10406.15,10469.5,166778156,0.263333363775708,62.7778659675216,64.567455085081,0.106221342723336,0.00754546899061559,10362.6221321833,79,133.324538424333,8713288210,0.00068791561568281
"242",242,"2017-12-21",10473.95,10473.95,10428.25,10429.65,145559780,10494.4,10494.4,10437.35,10443.2,173139253,0.354053187881931,60.7110355670444,61.9867009049945,0.0985665477452387,-0.00251521935141774,10397.0487329749,57.0499999999993,127.904927761722,8540148957,0.111135228999347
"243",243,"2017-12-22",10457.3,10500.95,10449.65,10486.6,135944427,10473.95,10473.95,10428.25,10429.65,145559780,0.410414745264287,59.6219236588319,64.6907315989052,0.0925065056132662,-0.00129833749616637,10417.1409621667,45.7000000000007,108.476691826121,8394589177,0.140546993705231
"244",244,"2017-12-26",10512.3,10545.3,10477.95,10525.6,150104106,10457.3,10500.95,10449.65,10486.6,135944427,0.493628527126466,62.6543096024968,69.34943070105,0.0922285456318665,0.00544554026008015,10449.8311003145,71.3000000000011,123.250477397824,8530533604,0.0307116104868922
"245",245,"2017-12-27",10531.05,10552.25,10469.45,10475.1,150813647,10512.3,10545.3,10477.95,10525.6,150104106,0.582911423551713,64.614164276567,68.0859149861209,0.0702200405455105,0.00371213340676135,10485.8226440228,67.3499999999985,134.334032314031,8680637710,0.0385066458170425
"246",246,"2017-12-28",10498.2,10534.45,10461.55,10467,264002436,10531.05,10552.25,10469.45,10475.1,150813647,0.60715914861087,60.208110164122,64.7370656776684,0.0734998967028552,-0.00480937276747895,10494.5368957937,82.7999999999993,113.836743152377,8529824063,0.15736868944416
"247",247,"2017-12-29",10492.35,10538.2,10490.15,10526.45,148519142,10498.2,10534.45,10461.55,10467,264002436,0.612904853889584,59.5071879134262,49.3868394606859,0.0741184779912709,-0.000773561429266323,10497.0501752175,72.9000000000015,98.3542935998735,8265821627,0.179059021214031
"248",248,"2018-01-01",10531.7,10537.8,10423.3,10432.45,124409621,10492.35,10538.2,10490.15,10526.45,148519142,0.655853502032722,62.9192353177111,47.1218950684354,0.0724743474863329,0.0056636864275692,10517.392116808,71.2000000000007,100.617836945681,8414340769,0.0541902961562681
"249",249,"2018-01-02",10477.55,10495,10405.1,10439.55,145096931,10531.7,10537.8,10423.3,10432.45,124409621,0.609954414515612,55.0242404420167,43.2718969786676,0.088843834041637,-0.00896999654330344,10500.2345035981,114.5,66.1224352037637,8289931148,0.251627809283762
"250",250,"2018-01-03",10482.65,10503.5,10429.9,10446.75,161220951,10477.55,10495,10405.1,10439.55,145096931,0.572469050432312,55.4786546217333,45.4215306472914,0.0780132207307794,0.000680337320224211,10488.8551260411,89.8999999999996,51.0747281685953,8435028079,0.236714975845412
"251",251,"2018-01-04",10469.4,10512.4,10441.5,10505.35,174928529,10482.65,10503.5,10429.9,10446.75,161220951,0.542073718772529,55.9645410033666,41.4409014110789,0.0769748318099708,0.000689447176876357,10481.9877699561,73.6000000000004,52.3630399948767,8596249030,0.221592102499475
"252",252,"2018-01-05",10534.25,10565.85,10520.15,10561.35,159767808,10469.4,10512.4,10441.5,10505.35,174928529,0.556861470035996,59.8090794126337,42.6477253726365,0.0818462597688291,0.00559372595570906,10495.597630099,70.8999999999996,62.3482868573111,8771177559,0.0985087166561638
"253",253,"2018-01-08",10591.7,10631.15,10591.7,10617.85,159910460,10534.25,10565.85,10520.15,10561.35,159767808,0.604746084079832,63.1225117351055,48.9859566922248,0.0816109318959175,0.00531645980643169,10523.5431520096,60.5,99.0662224024382,8930945367,0.00918929957116601
"254",254,"2018-01-09",10645.1,10659.05,10603.7,10628.3,199260918,10591.7,10631.15,10591.7,10617.85,159910460,0.678199230534715,66.1542992805721,52.1779007647827,0.0839337913025079,0.00533543609121168,10562.177983966,69.7999999999993,139.36848451105,9090855827,0.0588365405883624
"255",255,"2018-01-10",10652.05,10655.05,10592.85,10625.4,166233944,10645.1,10659.05,10603.7,10628.3,199260918,0.735646010609958,66.6996041219968,48.2280476783791,0.0764089166527043,0.000983707715768389,10593.3359133263,55.3499999999985,145.787823673776,9290116745,0.121086828115771
"256",256,"2018-01-11",10637.05,10664.2,10612.6,10650.4,148955971,10652.05,10655.05,10592.85,10625.4,166233944,0.769794862037032,66.3799801437999,55.0211372339269,0.075946620244851,-0.000272893662561557,10614.3908606394,62.1999999999989,136.515907653587,9123882801,0.13250639889742
"257",257,"2018-01-12",10682.55,10690,10597.7,10667.3,173082647,10637.05,10664.2,10612.6,10650.4,148955971,0.806491657160779,67.8119613072553,59.807132349925,0.0722818794048977,0.00235008897489841,10637.1138960923,51.6000000000004,142.953413636742,9272838772,0.0532612890775804
"258",258,"2018-01-15",10718.5,10782.65,10715.5,10732.85,181800567,10682.55,10690,10597.7,10667.3,173082647,0.838587835743754,68.7800235680722,64.9932813898216,0.0373714358649272,0.00158553723342081,10658.3511711941,92.2999999999993,137.374414964582,9445921419,0.0796770796770823
"259",259,"2018-01-16",10761.5,10762.35,10688.15,10711.15,215827138,10718.5,10782.65,10715.5,10732.85,181800567,0.903374347297881,72.2643426063769,61.2789539172829,0.0402321245984135,0.00612614444343329,10694.5331100244,115.35,185.516283400906,9627721986,0.131903059197456
"260",260,"2018-01-17",10702.45,10801.1,10666.75,10794.3,252746322,10761.5,10762.35,10688.15,10711.15,215827138,0.927121471517145,69.4990815984618,57.3568670437077,0.047462384768475,-0.00202387683334138,10712.8471976703,74.2000000000007,143.006305374785,9411894848,0.189378890213217
"261",261,"2018-01-18",10873.4,10887.4,10782.95,10822.1,276649416,10702.45,10801.1,10666.75,10794.3,252746322,0.997353203490325,73.6585593042741,62.8176297561914,0.0526927818803858,0.00773296204959806,10752.538539064,134.35,143.360215945121,9664641170,0.0171717171717199
"262",262,"2018-01-19",10829.2,10906.5,10794.05,10900.05,182135551,10873.4,10887.4,10782.95,10822.1,276649416,1.06135037322992,74.8914233961807,59.9447536178416,0.0508284901885446,0.00257212258531858,10789.6794026726,104.449999999999,167.054359972762,9941290586,0.135392908977813
"263",263,"2018-01-22",10883.2,10974.8,10883.2,10958.75,211532485,10829.2,10906.5,10794.05,10900.05,182135551,1.15709253422112,78.000582007793,65.9577423411622,0.0547338785193049,0.00717703676654047,10841.3826451652,112.450000000001,164.313454601282,10123426137,0.0128639808536114
"264",264,"2018-01-23",10997.4,11092.5,10997.1,11083.55,276943877,10883.2,10974.8,10883.2,10958.75,211532485,1.26184445479631,80.0081927274155,68.1109191535335,0.0547833800255763,0.0053708475401173,10897.3382820349,91.5999999999985,178.72739715397,10334958622,0.0294549458616247
"265",265,"2018-01-24",11069.35,11109.6,11046.25,11084.65,270413381,10997.4,11092.5,10997.1,11083.55,276943877,1.42106689732051,83.4634105180506,72.0948690639852,0.0641577421147605,0.0113238031942,10978.082525492,133.75,198.782083575701,10611902499,0.0137480798771133
"266",266,"2018-01-25",11095.6,11095.6,11009.3,11064.55,326089755,11069.35,11109.6,11046.25,11084.65,270413381,1.52901662031191,83.4904949796364,72.3254764434937,0.0678600977636136,9.92412555724798e-05,11035.984621509,63.3500000000004,171.080878726273,10882315880,0.0423275935193837
"267",267,"2018-01-29",11079.35,11171.3,11078.8,11124.7,218803196,11095.6,11095.6,11009.3,11064.55,326089755,1.58029565495152,80.8836043376032,73.7363510694251,0.0746329023844021,-0.00181496446983154,11069.7096735036,86.3000000000011,138.112528600226,10556226125,0.0869859046147927
"268",268,"2018-01-30",11120.85,11120.85,11034.35,11049.45,240487268,11079.35,11171.3,11078.8,11124.7,218803196,1.64572599670749,82.6313421958544,68.9376770231388,0.0740938921387918,0.00542155749597306,11111.9996777808,106.75,142.106360958089,10775029321,0.080560117555534
"269",269,"2018-01-31",11018.8,11058.15,10979.4,11030.7,261071041,11120.85,11120.85,11034.35,11049.45,240487268,1.62239411850376,73.5693672018865,66.6129432864376,0.0894740540407585,-0.00678720842721958,11115.8533276596,90.3500000000004,106.389110383083,10534542053,0.210649148586738
"270",270,"2018-02-01",11044.55,11117,10879.35,11020.6,303024818,11018.8,11058.15,10979.4,11030.7,261071041,1.57156722162115,71.4662734166268,64.2342075156891,0.0891781951950515,-0.00169835843569111,11110.0395452591,78.75,80.2900353213358,10273471012,0.245118549511853
"271",271,"2018-02-02",10938.2,10954.8,10736.25,10737.5,286289000,11044.55,11117,10879.35,11020.6,303024818,1.506234694108,70.3004718236902,61.9553508293379,0.0909221621309774,-0.000916045830066992,11100.1860365362,237.65,66.8127247782424,9970446194,0.262726638772663
"272",272,"2018-02-05",10604.3,10702.4,10588.3,10690.75,233209931,10938.2,10954.8,10736.25,10737.5,286289000,1.23125607674819,47.1053405530116,44.7892959800249,0.170238192850068,-0.0260239613932196,10997.3721658527,284.35,-12.0393304811189,9684157194,0.859776038053711
"273",273,"2018-02-06",10295.15,10593.7,10282,10520.35,261471253,10604.3,10702.4,10588.3,10690.75,233209931,0.967424923758253,44.4945510765848,46.8782591760639,0.165117665630488,-0.00436340570732163,10904.5009907389,149.200000000001,-76.2216471514011,9450947263,0.82427101200686
"274",274,"2018-02-07",10607.2,10612.15,10446.55,10459.5,231356655,10295.15,10593.7,10282,10520.35,261471253,0.624115457791996,36.5441020250605,49.6849467740757,0.154529287059372,-0.0160674048849447,10778.9343035721,408.75,-147.605460370494,9189476010,0.731980209153266
"275",275,"2018-02-08",10518.5,10637.65,10480.05,10579.3,220734585,10607.2,10612.15,10446.55,10459.5,231356655,0.302193949868768,34.1943863234921,44.7303801506916,0.150414986824801,-0.00580082037106955,10666.2133211358,165.6,-124.852270943638,8958119355,0.800404812774092
"276",276,"2018-02-09",10416.5,10480,10398.35,10466.8,170629740,10518.5,10637.65,10480.05,10579.3,220734585,0.134614198678484,42.0891459734517,47.9673453368821,0.177873509934819,0.0113886053233863,10623.5252809549,178.15,-99.2254205466364,9178853940,0.665692117395705
"277",277,"2018-02-12",10518.2,10555.3,10485.7,10535.1,204824590,10416.5,10480,10398.35,10466.8,170629740,-0.0822654426690494,37.5351325083845,46.1313507910262,0.168053778911637,-0.0106909186519619,10556.2969141907,180.949999999999,-132.546606626209,9008224200,0.79219610929945
"278",278,"2018-02-14",10585.75,10588.8,10457.7,10459.8,218435165,10518.2,10555.3,10485.7,10535.1,204824590,-0.200816510566582,41.6620716461153,45.8370129781095,0.18257489382342,0.00650419636160038,10530.9127376232,88.5,-99.3799153709158,9213048790,0.715394130214775
"279",279,"2018-02-15",10537.9,10617.85,10511.8,10549.7,193979038,10585.75,10588.8,10457.7,10459.8,218435165,-0.348054874918446,38.6317056743535,46.9667004256347,0.181436126654953,-0.00717320138497612,10489.1658842971,131.099999999999,-96.7344691055629,8994613625,0.800067468795683
"280",280,"2018-02-16",10596.2,10612.4,10434.85,10451.85,166248238,10537.9,10617.85,10511.8,10549.7,193979038,-0.392394451482092,43.880034237124,46.2816447702319,0.196428768821185,0.00855808550372039,10489.9678788707,158.050000000001,-72.319719690083,9188592663,0.698976723265489
"281",281,"2018-02-19",10488.9,10488.9,10303.3,10387.95,178818666,10596.2,10612.4,10434.85,10451.85,166248238,-0.496319617526497,39.8820568556704,38.8550688191284,0.153807489000803,-0.00931842726374477,10460.1322594076,177.549999999999,-81.7122476946861,9022344425,0.809007084223546
"282",282,"2018-02-20",10391,10428.65,10348.2,10357.65,171443839,10488.9,10488.9,10303.3,10387.95,178818666,-0.620611984209241,37.4804449673119,42.0160944139592,0.154610506290687,-0.00613251569219742,10418.7618940016,185.6,-99.0816502206376,8843525759,0.873696131608749
"283",283,"2018-02-21",10426,10426,10349.8,10395.15,221032640,10391,10428.65,10348.2,10357.65,171443839,-0.734343219093958,36.36228760501,37.8820308406585,0.133773684703201,-0.00292110341908014,10380.0325785148,80.4499999999989,-92.3967437217452,8672081920,0.909401197604791
