"","X.1","X","Date","open","high","low","close","volume","Open","High","Low","Close","Volume","macd","rsi","ulti","volatility","roc","dema","atr","cci","obv","wr"
"187",194,194,"2017-10-12",10011.2,10104.05,1,10098,191412921,10042.6,10067.2,1,9970.1,174777022,0.016130940748571,52.3091724394073,99.547834564061,0.0793503956129375,-0.00437352765544752,9956.76110790865,10066.2,13.9780072990948,6521421299,0.0185865188670886
"188",195,195,"2017-10-13",10123.7,10191.75,1,10161.75,211225614,10011.2,10104.05,1,10098,191412921,0.138833889190182,60.417364587095,99.5812290884848,0.0960778582776478,0.0127467704230071,10005.2030872197,10103.05,66.8309101634325,6712834220,0.000598829066469954
"189",196,196,"2017-10-16",10207.4,10242.95,1,10233.05,187328974,10123.7,10191.75,1,10161.75,211225614,0.284053700804821,63.727606377079,99.5977230110567,0.096492690601026,0.00629328697579012,10061.7732357761,10190.75,109.608313869236,6924059834,0.00294384613497535
"190",197,197,"2017-10-17",10227.65,10251.65,1,10238.35,174952050,10207.4,10242.95,1,10233.05,187328974,0.450931365907237,67.0468974986906,99.6547073091504,0.096173833217301,0.0069920068328102,10126.5177737097,10241.95,134.886738468828,7111388808,0.00096661280322609
"191",198,198,"2017-10-18",10209.4,10236.3,1,10214.8,235788641,10227.65,10251.65,1,10238.35,174952050,0.580130646105803,67.2865415273686,99.6520412791183,0.0962556437072228,0.000517795570251778,10175.132951212,10250.65,131.845002480551,7286340858,0.00129747869647284
"192",199,199,"2017-10-23",10176.65,10223.65,1,10191.3,209226762,10209.4,10236.3,1,10214.8,235788641,0.655615301376433,65.0237626067856,99.689359606684,0.0929258946184377,-0.00230282478807808,10201.9816914834,10237.35,116.138899748288,7050552217,0.00359489398233286
"193",200,200,"2017-10-24",10218.55,10237.5,1,10207.7,195911370,10176.65,10223.65,1,10191.3,209226762,0.688418046540784,62.7558325964701,99.6794245192092,0.0887198332837499,-0.0023032338750415,10212.6099658309,10222.65,102.553310039035,6841325455,0.00588743152873236
"194",201,201,"2017-10-25",10321.15,10333,1,10293.75,574760788,10218.55,10237.5,1,10207.7,195911370,0.719033402960201,63.7071795691373,99.7418601654268,0.0878783850841899,0.00160792230338735,10224.4417869782,10236.5,104.891367310599,7037236825,0.00428753298571299
"195",202,202,"2017-10-26",10291.8,10355.35,1,10336.3,420552551,10321.15,10333,1,10293.75,574760788,0.802375766961227,68.2848005169999,99.7144517169576,0.0935983984187923,0.00839457748796946,10260.25509578,10332,127.960041662503,7611997613,0.00379887727448703
"196",203,203,"2017-10-27",10362.3,10364.8,1,10319.2,245055737,10291.8,10355.35,1,10336.3,420552551,0.891495673936693,70.2809256358107,99.7239909545865,0.0820904112952388,0.00412505644302463,10299.4026794976,10354.35,122.999384732338,8032550164,0.00183980645815537
"197",204,204,"2017-10-30",10353.85,10384.25,1,10365.25,216395323,10362.3,10364.8,1,10319.2,245055737,0.937277161519168,68.4172632508575,99.6984900101101,0.0674562146135178,-0.00165573371804761,10321.1757667962,10363.8,107.890658133169,7787494427,0.00439993052741258
"198",205,205,"2017-10-31",10364.9,10364.9,1,10340,223213457,10353.85,10384.25,1,10365.25,216395323,0.998101487500458,70.6726489013941,99.6916866888201,0.0646786560048591,0.00445262756146114,10350.9089651764,10383.25,110.073385681957,8003889750,0.00182987022367756
"199",206,206,"2017-11-01",10390.35,10451.6,1,10441.55,255044135,10364.9,10364.9,1,10340,223213457,1.01427755877797,67.813077544804,99.6909520971767,0.0617832012683367,-0.00243899614996756,10362.9399834251,10364.25,93.2013589051933,7780676293,0.00426167144198589
"200",207,207,"2017-11-02",10440.5,10452.65,1,10425.45,194947731,10390.35,10451.6,1,10441.55,255044135,1.09411404478543,72.612652417237,99.7123108379661,0.0768658205572218,0.00977316978696052,10403.8057069329,10450.6,125.555611748905,8035720428,0.000961667272692581
"201",208,208,"2017-11-03",10461.55,10461.55,1,10453.65,186421926,10440.5,10452.65,1,10425.45,194947731,1.13113066516137,70.8098520579606,99.729082995782,0.075521388509709,-0.0015431066463556,10427.0875315312,10451.65,115.444512394578,7840772697,0.00260245989867618
"202",209,209,"2017-11-06",10431.75,10490.4,1,10435.8,206890252,10461.55,10461.55,1,10453.65,186421926,1.16866605763721,72.115729838223,99.7551760160715,0.0702851661998232,0.00270126750172039,10451.9410659638,10460.55,117.238939945494,8027194623,0.00075521841585764
"203",210,210,"2017-11-07",10477.15,10485.15,1,10351.4,239066459,10431.75,10490.4,1,10435.8,206890252,1.1705571344369,69.9815854011893,99.7282099164656,0.0742969963698036,-0.00170899706258254,10462.7342231967,10489.4,110.373499112219,7820304371,0.00520525482868423
"204",211,211,"2017-11-08",10361.95,10383.85,1,10313.8,237157538,10477.15,10485.15,1,10351.4,239066459,1.0933141372625,60.8170937851002,99.6330620060681,0.083808977618674,-0.00812042639574528,10441.1681805775,10484.15,78.9578568658105,7581237912,0.0132514729155147
"205",212,212,"2017-11-09",10358.65,10368.3,1,10324.6,215490917,10361.95,10383.85,1,10313.8,237157538,0.991280724241705,57.2219416496065,99.5804294447101,0.083646728822598,-0.00363897194239193,10411.33411302,10382.85,35.7551568382436,7344080374,0.0168360440063302
"206",213,213,"2017-11-10",10304.35,10344.5,1,10334.4,265197526,10358.65,10368.3,1,10324.6,215490917,0.908399923663961,57.9901227474688,99.5691632871841,0.0834232405224616,0.00104659285466191,10391.7085268692,10367.3,28.2377355718481,7559571291,0.0158064331610959
"207",214,214,"2017-11-13",10322,10334,1,10222.6,200531484,10304.35,10344.5,1,10334.4,265197526,0.840685497200555,58.7146021221148,99.5740918444094,0.0794559849848882,0.000948739119520425,10379.5919435164,10343.5,15.4219884798374,7824768817,0.0148721566533834
"208",215,215,"2017-11-14",10223.4,10247.95,1,10181.65,165756463,10322,10334,1,10222.6,200531484,0.691633241183931,48.4494795249538,99.4893237091892,0.0976028713932981,-0.0108771807443873,10333.0282160318,10333.4,-46.6522400334503,7624237333,0.0255305355883081
"209",216,216,"2017-11-15",10171.95,10175.3,1,10129.55,189891388,10223.4,10247.95,1,10181.65,165756463,0.535219215400828,45.3238224146971,99.4356909918948,0.0715700753041495,-0.0040138750485248,10284.6697466898,10246.95,-110.218496802722,7458480870,0.0294344767098213
"210",217,217,"2017-11-16",10152.9,10231.85,1,10231.45,171280819,10171.95,10175.3,1,10129.55,189891388,0.366034895139555,41.6428609035264,99.4274935300955,0.0721164416758435,-0.00513018573668056,10231.6687962479,10180.65,-154.078666710879,7268589482,0.0344013956947014
"211",218,218,"2017-11-17",10324.55,10343.45,1,10274.75,354639164,10152.9,10231.85,1,10231.45,171280819,0.308411745084469,50.1673753818373,99.5435713084323,0.0977067944595989,0.0100094151333447,10226.4989435969,10230.85,-82.5651052773191,7439870301,0.0246868267012412
"212",219,219,"2017-11-20",10287.2,10309.65,1,10297.05,145468847,10324.55,10343.45,1,10274.75,354639164,0.293413376084772,53.2897583522121,99.5314235866125,0.104041954402555,0.00422311928623031,10237.5158540173,10342.45,-19.7627024205043,7794509465,0.0205588498865521
"213",220,220,"2017-11-21",10329.25,10358.6,1,10321.25,224206660,10287.2,10309.65,1,10297.05,145468847,0.295640222793359,54.8584951746044,99.559125646654,0.0980194205191367,0.00216801726000782,10253.4935922652,10308.65,-32.2417148038377,7939978312,0.0184328941598185
"214",221,221,"2017-11-22",10350.8,10368.5,1,10346.85,162643736,10329.25,10358.6,1,10321.25,224206660,0.312785947478944,56.5633578691018,99.5312910440266,0.0972353818564702,0.00234743030343942,10273.629314819,10357.6,-1.06907186483628,8164184972,0.0161258031917936
"215",223,223,"2017-11-24",10366.8,10404.45,1,10393.3,137431873,10358.45,10374.15,1,10350.95,153361153,0.364938508788981,58.6493329916094,99.6383242073502,0.0979134782146138,0.000396177376691398,10315.8864770763,10373.15,21.2642743644761,8480189861,0.0132943733673994
"216",224,224,"2017-11-27",10361.05,10406.8,1,10404.65,141959159,10366.8,10404.45,1,10393.3,137431873,0.411101117392554,61.6620647668013,99.6806413116676,0.0728189872386081,0.00408306483350174,10343.591115742,10403.45,57.3924450877471,8617621734,0.008760843749851
"217",225,225,"2017-11-28",10387.9,10409.3,1,10363.8,190498944,10361.05,10406.8,1,10404.65,141959159,0.451236151677636,62.4516445133061,99.7059308570258,0.0641324686816335,0.00109145383335907,10367.5325311879,10405.8,61.8072851700937,8759580893,0.000206615541332683
"218",226,226,"2017-11-29",10376.65,10392.3,1,10350.65,140609031,10387.9,10409.3,1,10363.8,190498944,0.445885914304633,57.8348772556432,99.7276187211767,0.0597343593616789,-0.00393385666048651,10371.282320662,10408.3,38.308301224078,8569081949,0.00437151119779407
"219",227,227,"2017-11-30",10332.7,10332.7,1,10229.45,344432576,10376.65,10392.3,1,10350.65,140609031,0.426431186456844,56.3897287337105,99.7044819665784,0.0420405398886648,-0.00126964527337137,10369.1980534286,10391.3,27.9700307234952,8428472918,0.00563492597254111
"220",228,228,"2017-12-01",10263.7,10272.6,1,10119.8,129515882,10332.7,10332.7,1,10229.45,344432576,0.312686340504009,45.1834048587772,99.6122743405504,0.0781702690987743,-0.0117785045944174,10327.1235256631,10349.65,-63.8816460323699,8084040342,0.0172794788774342
"221",229,229,"2017-12-04",10175.05,10175.5,1,10137.9,144137530,10263.7,10272.6,1,10119.8,129515882,0.134990721576278,37.8540434050147,99.494576099304,0.0933500003611121,-0.0107769142591874,10259.4811219304,10271.6,-135.438798046407,7954524460,0.0278143404782722
"222",230,230,"2017-12-05",10118.25,10147.35,1,10122.15,149400836,10175.05,10175.5,1,10137.9,144137530,0.00799719566253465,39.5958837363444,99.4880070817339,0.0925607800777049,0.00178697530485117,10215.5657567232,10174.5,-153.394821368814,8098661990,0.0260753437160727
"223",231,231,"2017-12-06",10088.8,10104.15,1,10039.65,156783770,10118.25,10147.35,1,10122.15,149400836,-0.104041907276031,38.5825032599862,99.4806603609266,0.0886902429860286,-0.00155478423525857,10178.3937930152,10146.35,-149.022356707941,7949261154,0.0275885591306937
"224",232,232,"2017-12-07",10063.45,10182.35,1,10172.7,165874082,10088.8,10104.15,1,10039.65,156783770,-0.255219367207948,33.7150246869077,99.3972265187838,0.0917124304131247,-0.00818383878960383,10124.3780555572,10121.15,-170.828421826863,7792477384,0.0355149255882324
"225",233,233,"2017-12-08",10198.45,10270.75,1,10267.85,190508760,10063.45,10182.35,1,10172.7,165874082,-0.267087042077707,45.6283223705655,99.4365081478548,0.12331923800426,0.0131654084525969,10129.401303852,10181.35,-75.093402186883,7958351466,0.022731858228529
"226",234,234,"2017-12-11",10310.5,10328.85,1,10326.05,142806601,10198.45,10270.75,1,10267.85,190508760,-0.199024254915126,52.2393065236783,99.4698038412555,0.137896285123663,0.00930999285901812,10165.6498815089,10269.75,-0.559811402166341,8148860226,0.0135901155808344
"227",235,235,"2017-12-12",10324.9,10324.9,1,10241.75,168671736,10310.5,10328.85,1,10326.05,142806601,-0.0980614352581233,55.7809260351285,99.5714860407167,0.141898524353653,0.00565217418198749,10212.5336440226,10327.85,43.3002676743813,8291666827,0.00799842433442541
"228",236,236,"2017-12-13",10236.6,10296.3,1,10202.75,168648830,10324.9,10324.9,1,10241.75,168671736,-0.0835995636497167,49.997695102071,99.6110820173821,0.148022939107641,-0.0081973251443852,10219.8034802832,10325.05,6.08140655105902,8122995091,0.0160977296964922
"229",237,237,"2017-12-14",10229.3,10275.9,1,10258.85,152470021,10236.6,10296.3,1,10202.75,168648830,-0.101719679308721,47.5419487362197,99.5485070518123,0.135108597393314,-0.00381521165168763,10212.5030076879,10295.3,-27.4352718800841,7954346261,0.0198447392946014
"230",238,238,"2017-12-15",10345.65,10373.05,1,10326.8,224804806,10229.3,10275.9,1,10258.85,152470021,-0.071023217188193,51.2511534904595,99.5559321066334,0.121692590593005,0.0054834558948631,10225.8389555311,10274.9,-13.6731646366876,8106816282,0.014454810103475
"231",239,239,"2017-12-18",10263.1,10443.4,1,10390.8,214888966,10345.65,10373.05,1,10326.8,224804806,0.00675042336639731,55.3676668387786,99.581011312929,0.124753693966847,0.00660171010253841,10258.3204096896,10372.05,57.4967426978702,8331621088,0.0079263664575387
"232",240,240,"2017-12-19",10414.8,10469.8,1,10469.5,166778156,10263.1,10443.4,1,10390.8,214888966,0.11727298224975,58.8889350595576,99.5473069149304,0.124412508502119,0.00617834146651752,10303.4850059547,10442.4,103.792911239638,8546510054,0.00503715620930058
"233",241,241,"2017-12-20",10494.4,10494.4,1,10443.2,173139253,10414.8,10469.8,1,10469.5,166778156,0.263333363775708,62.7778659675216,99.560460767978,0.106221342723336,0.00754546899061559,10362.6221321833,10468.8,131.050228310501,8713288210,2.86565795505953e-05
"234",242,242,"2017-12-21",10473.95,10473.95,1,10429.65,145559780,10494.4,10494.4,1,10443.2,173139253,0.354053187881931,60.7110355670444,99.5349524389947,0.0985665477452387,-0.00251521935141774,10397.0487329749,10493.4,118.697622198164,8540148957,0.00487925743800855
"235",243,243,"2017-12-22",10457.3,10500.95,1,10486.6,135944427,10473.95,10473.95,1,10429.65,145559780,0.410414745264287,59.6219236588319,99.5919147762755,0.0925065056132662,-0.00129833749616637,10417.1409621667,10472.95,98.6889832922974,8394589177,0.0061705452951379
"236",244,244,"2017-12-26",10512.3,10545.3,1,10525.6,150104106,10457.3,10500.95,1,10486.6,135944427,0.493628527126466,62.6543096024968,99.6620152489605,0.0922285456318665,0.00544554026008015,10449.8311003145,10499.95,118.291293008692,8530533604,0.0013666731746342
"237",245,245,"2017-12-27",10531.05,10552.25,1,10475.1,150813647,10512.3,10545.3,1,10525.6,150104106,0.582911423551713,64.614164276567,99.6636376248005,0.0702200405455105,0.00371213340676135,10485.8226440228,10544.3,132.745807199866,8680637710,0.00186830799578909
"238",246,246,"2017-12-28",10498.2,10534.45,1,10467,264002436,10531.05,10552.25,1,10475.1,150813647,0.60715914861087,60.208110164122,99.637673924804,0.0734998967028552,-0.00480937276747895,10494.5368957937,10551.25,109.21761828021,8529824063,0.00731192986612957
"239",247,247,"2017-12-29",10492.35,10538.2,1,10526.45,148519142,10498.2,10534.45,1,10467,264002436,0.612904853889584,59.5071879134262,99.6154126030054,0.0741184779912709,-0.000773561429266323,10497.0501752175,10533.45,92.574602814645,8265821627,0.00807961142044781
"240",249,249,"2018-01-02",10477.55,10495,1,10439.55,145096931,10531.7,10537.8,1,10432.45,124409621,0.609954414515612,55.0242404420167,99.5402552845392,0.088843834041637,-0.00896999654330344,10500.2345035981,10536.8,65.7792933304912,8289931148,0.0113541049638668
"241",250,250,"2018-01-03",10482.65,10503.5,1,10446.75,161220951,10477.55,10495,1,10439.55,145096931,0.572469050432312,55.4786546217333,99.5358311944657,0.0780132207307794,0.000680337320224211,10488.8551260411,10494,50.9564721513918,8435028079,0.0106811989100818
"242",251,251,"2018-01-04",10469.4,10512.4,1,10505.35,174928529,10482.65,10503.5,1,10446.75,161220951,0.542073718772529,55.9645410033666,99.5086928218602,0.0769748318099708,0.000689447176876357,10481.9877699561,10502.5,50.1641464017249,8596249030,0.00999881530624334
"243",252,252,"2018-01-05",10534.25,10565.85,1,10561.35,159767808,10469.4,10512.4,1,10505.35,174928529,0.556861470035996,59.8090794126337,99.5207330527768,0.0818462597688291,0.00559372595570906,10495.597630099,10511.4,67.0599125493995,8771177559,0.00444497097500293
"244",253,253,"2018-01-08",10591.7,10631.15,1,10617.85,159910460,10534.25,10565.85,1,10561.35,159767808,0.604746084079832,63.1225117351055,99.5853133047167,0.0816109318959175,0.00531645980643169,10523.5431520096,10564.85,102.805374925575,8930945367,0.000425940737445397
"245",254,254,"2018-01-09",10645.1,10659.05,1,10628.3,199260918,10591.7,10631.15,1,10617.85,159910460,0.678199230534715,66.1542992805721,99.6369580907475,0.0839337913025079,0.00533543609121168,10562.177983966,10630.15,145.857264146231,9090855827,0.00125115826211288
"246",255,255,"2018-01-10",10652.05,10655.05,1,10625.4,166233944,10645.1,10659.05,1,10628.3,199260918,0.735646010609958,66.6996041219968,99.6174146505115,0.0764089166527043,0.000983707715768389,10593.3359133263,10658.05,154.338491452644,9290116745,0.00288514315470466
"247",256,256,"2018-01-11",10637.05,10664.2,1,10650.4,148955971,10652.05,10655.05,1,10625.4,166233944,0.769794862037032,66.3799801437999,99.6850267017741,0.075946620244851,-0.000272893662561557,10614.3908606394,10654.05,143.69882387333,9123882801,0.00315723795628653
"248",257,257,"2018-01-12",10682.55,10690,1,10667.3,173082647,10637.05,10664.2,1,10650.4,148955971,0.806491657160779,67.8119613072553,99.7303563297821,0.0722818794048977,0.00235008897489841,10637.1138960923,10663.2,148.823071756132,9272838772,0.00129417060544687
"249",259,259,"2018-01-16",10761.5,10762.35,1,10711.15,215827138,10718.5,10782.65,1,10732.85,181800567,0.903374347297881,72.2643426063769,99.7170347177034,0.0402321245984135,0.00612614444343329,10694.5331100244,10781.65,188.30129265291,9627721986,0.0046189590647071
"250",260,260,"2018-01-17",10702.45,10801.1,1,10794.3,252746322,10761.5,10762.35,1,10711.15,215827138,0.927121471517145,69.4990815984618,99.6884818041379,0.047462384768475,-0.00202387683334138,10712.8471976703,10761.35,143.418695074532,9411894848,0.0066316380145896
"251",261,261,"2018-01-18",10873.4,10887.4,1,10822.1,276649416,10702.45,10801.1,1,10794.3,252746322,0.997353203490325,73.6585593042741,99.7058688014589,0.0526927818803858,0.00773296204959806,10752.538539064,10800.1,159.603311275015,9664641170,0.000629623799779733
"252",262,262,"2018-01-19",10829.2,10906.5,1,10900.05,182135551,10873.4,10887.4,1,10822.1,276649416,1.06135037322992,74.8914233961807,99.6671334150552,0.0508284901885446,0.00257212258531858,10789.6794026726,10886.4,167.876861003199,9941290586,0.0059983098177542
"253",263,263,"2018-01-22",10883.2,10974.8,1,10958.75,211532485,10829.2,10906.5,1,10900.05,182135551,1.15709253422112,78.000582007793,99.7043709432698,0.0547338785193049,0.00717703676654047,10841.3826451652,10905.5,171.126260634402,10123426137,0.000591444683875176
"254",264,264,"2018-01-23",10997.4,11092.5,1,11083.55,276943877,10883.2,10974.8,1,10958.75,211532485,1.26184445479631,80.0081927274155,99.7145078106412,0.0547833800255763,0.0053708475401173,10897.3382820349,10973.8,177.807951198486,10334958622,0.00146257449561677
"255",265,265,"2018-01-24",11069.35,11109.6,1,11084.65,270413381,10997.4,11092.5,1,11083.55,276943877,1.42106689732051,83.4634105180506,99.7392354941534,0.0641577421147605,0.0113238031942,10978.082525492,11091.5,195.626218366327,10611902499,0.000806924221250573
"256",266,266,"2018-01-25",11095.6,11095.6,1,11064.55,326089755,11069.35,11109.6,1,11084.65,270413381,1.52901662031191,83.4904949796364,99.755056312162,0.0678600977636136,9.92412555724798e-05,11035.984621509,11108.6,164.830604079082,10882315880,0.00224600759771715
"257",267,267,"2018-01-29",11079.35,11171.3,1,11124.7,218803196,11095.6,11095.6,1,11064.55,326089755,1.58029565495152,80.8836043376032,99.7666825959078,0.0746329023844021,-0.00181496446983154,11069.7096735036,11094.6,135.639117438601,10556226125,0.00405541652413455
"258",268,268,"2018-01-30",11120.85,11120.85,1,11049.45,240487268,11079.35,11171.3,1,11124.7,218803196,1.64572599670749,82.6313421958544,99.7321965247621,0.0740938921387918,0.00542155749597306,11111.9996777808,11170.3,139.082942323479,10775029321,0.00417177694421802
"259",269,269,"2018-01-31",11018.8,11058.15,1,11030.7,261071041,11120.85,11120.85,1,11049.45,240487268,1.62239411850376,73.5693672018865,99.7137447753682,0.0894740540407585,-0.00678720842721958,11115.8533276596,11123.7,102.800197332544,10534542053,0.0109083910011368
"260",270,270,"2018-02-01",11044.55,11117,1,11020.6,303024818,11018.8,11058.15,1,11030.7,261071041,1.57156722162115,71.4662734166268,99.7004357171903,0.0891781951950515,-0.00169835843569111,11110.0395452591,11057.15,79.2039019280513,10273471012,0.0125869493209671
"261",271,271,"2018-02-02",10938.2,10954.8,1,10737.5,286289000,11044.55,11117,1,11020.6,303024818,1.506234694108,70.3004718236902,99.6242085832393,0.0909221621309774,-0.000916045830066992,11100.1860365362,11116,79.2438825357447,9970446194,0.0134911327359157
"262",272,272,"2018-02-05",10604.3,10702.4,1,10690.75,233209931,10938.2,10954.8,1,10737.5,286289000,1.23125607674819,47.1053405530116,99.361588532596,0.170238192850068,-0.0260239613932196,10997.3721658527,11019.6,-7.0345891747112,9684157194,0.0388351252875929
"263",273,273,"2018-02-06",10295.15,10593.7,1,10520.35,261471253,10604.3,10702.4,1,10690.75,233209931,0.967424923758253,44.4945510765848,99.3426906336756,0.165117665630488,-0.00436340570732163,10904.5009907389,10736.5,-70.6186498155181,9450947263,0.0430203306983697
"264",274,274,"2018-02-07",10607.2,10612.15,1,10459.5,231356655,10295.15,10593.7,1,10520.35,261471253,0.624115457791996,36.5441020250605,99.2102065399567,0.154529287059372,-0.0160674048849447,10778.9343035721,10689.75,-123.539268599448,9189476010,0.0582750687089871
"265",275,275,"2018-02-08",10518.5,10637.65,1,10579.3,220734585,10607.2,10612.15,1,10459.5,231356655,0.302193949868768,34.1943863234921,99.0954330877035,0.150414986824801,-0.00580082037106955,10666.2133211358,10611.15,-126.17500027802,8958119355,0.0637225499762763
"266",276,276,"2018-02-09",10416.5,10480,1,10466.8,170629740,10518.5,10637.65,1,10579.3,220734585,0.134614198678484,42.0891459734517,99.1028676622733,0.177873509934819,0.0113886053233863,10623.5252809549,10636.65,-96.6578047854146,9178853940,0.0529976813514409
"267",277,277,"2018-02-12",10518.2,10555.3,1,10535.1,204824590,10416.5,10480,1,10466.8,170629740,-0.0822654426690494,37.5351325083845,99.0138591949427,0.168053778911637,-0.0106909186519619,10556.2969141907,10578.3,-138.093802253226,9008224200,0.0630690312704225
"268",278,278,"2018-02-14",10585.75,10588.8,1,10459.8,218435165,10518.2,10555.3,1,10535.1,204824590,-0.200816510566582,41.6620716461153,99.0671268747837,0.18257489382342,0.00650419636160038,10530.9127376232,10554.3,-105.463408834194,9213048790,0.0569546028307207
"269",279,279,"2018-02-15",10537.9,10617.85,1,10549.7,193979038,10585.75,10588.8,1,10459.8,218435165,-0.348054874918446,38.6317056743535,99.1550920164452,0.181436126654953,-0.00717320138497612,10489.1658842971,10587.8,-101.80658102232,8994613625,0.0636956930431591
"270",280,280,"2018-02-16",10596.2,10612.4,1,10451.85,166248238,10537.9,10617.85,1,10549.7,193979038,-0.392394451482092,43.880034237124,99.1259988878516,0.196428768821185,0.00855808550372039,10489.9678788707,10616.85,-76.4776411188898,9188592663,0.0556475654190128
"271",282,282,"2018-02-20",10391,10428.65,1,10357.65,171443839,10488.9,10488.9,1,10387.95,178818666,-0.620611984209241,37.4804449673119,99.1236199950183,0.154610506290687,-0.00613251569219742,10418.7618940016,10487.9,-97.315668858343,8843525759,0.065909162443738
"272",283,283,"2018-02-21",10426,10426,1,10395.15,221032640,10391,10428.65,1,10357.65,171443839,-0.734343219093958,36.36228760501,99.1099308272438,0.133773684703201,-0.00292110341908014,10380.0325785148,10427.65,-98.0069843362211,8672081920,0.0683114429650954
"273",284,284,"2018-02-22",10354.35,10397.45,1,10377.8,301792686,10426,10426,1,10395.15,221032640,-0.787159693066641,38.795903338493,99.1701732160697,0.134037200417952,0.00361397409650976,10365.7631167918,10425,-85.3857563862219,8893114560,0.0649379273119828
"274",285,285,"2018-02-23",10408.1,10499,1,10492.55,198305320,10354.35,10397.45,1,10377.8,301792686,-0.833030238666732,38.070501031986,99.1826603175418,0.112443383793733,-0.00167044199638688,10351.4467625212,10396.45,-85.7627005652248,8591321874,0.0526757837462798
"275",286,286,"2018-02-26",10526.55,10592.7,1,10576.7,154858671,10408.1,10499,1,10492.55,198305320,-0.772499761533618,45.3488114381329,99.3306362053924,0.119048572191643,0.0109965722989003,10380.6681530502,10498,-52.2033220832207,8789627194,0.0196095837927748
"276",287,287,"2018-02-27",10615.2,10631.25,1,10551.05,169071278,10526.55,10592.7,1,10576.7,154858671,-0.652379237147538,49.9904572732332,99.3783666255355,0.121807800386088,0.00798798699077352,10431.746335039,10591.7,-21.0779972092538,8944485865,0.00573018760606008
"277",288,288,"2018-02-28",10488.95,10535.15,1,10487.95,244001191,10615.2,10631.25,1,10551.05,169071278,-0.57028527012688,48.6345341065084,99.4569059461349,0.114630279933776,-0.0024280874775453,10462.2516854599,10630.25,-11.7778091039893,8775414587,0.00814166114331113
"278",289,289,"2018-03-01",10479.95,10525.3,1,10449.95,167741336,10488.95,10535.15,1,10487.95,244001191,-0.547315478682198,45.3740492819418,99.5010453915991,0.109896101975541,-0.00599840193916634,10464.7485998588,10550.05,-40.7502856842305,8531413396,0.0140739800595111
"279",290,290,"2018-03-05",10428.3,10428.3,1,10357.3,189101514,10479.95,10525.3,1,10449.95,167741336,-0.551954248827291,43.4834464566413,99.4939395103584,0.0990333464364843,-0.00362978538649195,10454.6250929734,10524.3,-48.975379376103,8363672060,0.0170551021848027
"280",291,291,"2018-03-06",10420.5,10441.15,1,10223.6,208723559,10428.3,10428.3,1,10357.3,189101514,-0.619820899668833,39.1952674461279,99.4455002099415,0.105505979680177,-0.00890560860636924,10417.0655522328,10448.95,-116.671722735813,8174570546,0.0257707956068767
"281",292,292,"2018-03-07",10232.95,10243.2,1,10163.55,236050625,10420.5,10441.15,1,10223.6,208723559,-0.768202464217904,33.9865926671669,99.2439739213263,0.125536345028341,-0.0129928118648515,10345.7483207542,10440.15,-157.851986907516,7965846987,0.0383481103454763
"282",293,293,"2018-03-08",10216.25,10269.9,1,10236.35,202021195,10232.95,10243.2,1,10163.55,236050625,-0.92245771897117,31.9339536140774,99.1909135197271,0.123459661730045,-0.00589098266926946,10274.1178328799,10242.2,-228.935393928088,7729796362,0.0439970837938901
"283",294,294,"2018-03-09",10271.3,10296.7,1,10229.8,173687393,10216.25,10269.9,1,10236.35,202021195,-0.977717686514301,36.9087694700863,99.1805664234364,0.134016138426051,0.007137320187244,10246.5778258606,10268.9,-155.935777140178,7931817557,0.0371487029938148
"284",295,295,"2018-03-12",10301.6,10433.15,1,10423.55,208632287,10271.3,10296.7,1,10229.8,173687393,-1.01530105177838,36.6492284989494,99.2045334599125,0.111360774664041,-0.000640081326839237,10225.6385541911,10295.7,-127.339067842788,7758130164,0.037764869123492
"285",296,296,"2018-03-13",10389.5,10478.6,1,10425.2,306896971,10301.6,10433.15,1,10423.55,208632287,-0.884239362384942,48.2431267676895,99.2650909622335,0.152718377866379,0.0187626398518219,10275.8085110342,10432.15,-9.69587473652566,7966762451,0.0195385809364785
"286",297,297,"2018-03-14",10393.05,10419.9,1,10415.65,180400192,10389.5,10478.6,1,10425.2,306896971,-0.770191731480352,48.3298517462527,99.2863779780223,0.152906530815476,0.000158282871005611,10314.8228288866,10477.6,8.37834593686313,8273659422,0.0193833635144986
"287",298,298,"2018-03-15",10405.45,10419.9,1,10352.25,163437977,10393.05,10419.9,1,10415.65,180400192,-0.679383118075672,47.83029669448,99.3564386823968,0.150284663554868,-0.000916469402008957,10341.4316588908,10424.2,-12.7298553844212,8093259230,0.0202817431386844
"288",299,299,"2018-03-16",10345.15,10345.15,1,10220.05,311996395,10405.45,10419.9,1,10352.25,163437977,-0.649187827969433,44.5389160897549,99.4661558827686,0.152390946444443,-0.00610559536145061,10340.7390026493,10418.9,-32.9880398338593,7929821253,0.0262458549892994
"289",300,300,"2018-03-19",10215.35,10224.1,1,10093.95,197606720,10345.15,10345.15,1,10220.05,311996395,-0.719895856877528,38.5776598396086,99.4075288310541,0.160280754397202,-0.012852410258164,10296.9533731769,10351.25,-105.738511505066,7617824858,0.0386820629806449
"290",301,301,"2018-03-20",10051.55,10155,1,10138.2,187773199,10215.35,10224.1,1,10093.95,197606720,-0.864812932385195,33.9147682764432,99.3042186360456,0.15895731213204,-0.0124152426633799,10223.4141212763,10223.1,-177.233376312395,7420218138,0.0505444368664894
