"","X.1","X","Date","open","high","low","close","volume","Open","High","Low","Close","Volume","macd","rsi","ulti","volatility","roc","dema","atr","cci","obv","wr"
"363",376,376,"2018-07-06",10744.15,10816.15,1,10770,217635695,10786.05,10786.05,1,10753.4,196181966,0.0811363831256573,52.5898023721,99.558261840583,0.111240252659247,-0.00169569913872358,10722.4711510766,10785.05,-8.93486590038438,9634116421,0.00771044532320665
"364",377,377,"2018-07-09",10838.3,10860.15,1,10851.05,156982128,10744.15,10816.15,1,10770,217635695,0.107653187843559,53.6595289696455,99.6127909279978,0.106696775954904,0.00154250753053908,10737.7196498503,10815.15,24.7767607409872,9851752116,0.00617850765276701
"365",378,378,"2018-07-10",10902.75,10956.65,1,10947.1,174790852,10838.3,10860.15,1,10851.05,156982128,0.187361571566069,58.5742717657541,99.6823974228744,0.113894222117245,0.00749735832940068,10775.7878300261,10859.15,111.761606250566,10008734244,0.000838002974450152
"366",379,379,"2018-07-11",10956.4,10976.6,1,10942.2,199481829,10902.75,10956.65,1,10947.1,174790852,0.318677536413259,63.512924000885,99.6845263942178,0.103298781440963,0.00881273150580952,10835.5115595643,10955.65,221.111412217814,10183525096,0.000871696339331694
"367",380,380,"2018-07-12",11006.95,11078.1,1,11015.3,216424239,10956.4,10976.6,1,10942.2,199481829,0.413953424418567,63.0996400223502,99.7306564229896,0.0880956502417128,-0.000447707334801706,10877.5609467903,10975.6,206.671380412055,9984043267,0.00313422500819997
"368",381,381,"2018-07-13",11056.9,11071.15,1,11021.95,215777994,11006.95,11078.1,1,11015.3,216424239,0.537465866146292,66.5921741300936,99.68272684751,0.0787395297692197,0.00665834180255409,10932.0118276014,11077.1,239.941366914103,10200467506,0.00566935389226432
"369",382,382,"2018-07-16",11018.95,11018.95,1,10940.7,208411111,11056.9,11071.15,1,11021.95,215777994,0.632546061977934,66.8991037194446,99.6541377213759,0.0617224595050078,0.000603523597712652,10973.4140923559,11070.15,189.384993073772,10416245500,0.00506901625876806
"370",383,383,"2018-07-17",10939.65,11017.65,1,11015.15,187566364,11018.95,11018.95,1,10940.7,208411111,0.639879393758314,59.6841141877889,99.6078245154519,0.0850636623570964,-0.00739895874734131,10975.8746467004,11020.95,114.290017230763,10207834389,0.0124039685477246
"371",384,384,"2018-07-18",11060.2,11075.4,1,10983.45,200275134,10939.65,11017.65,1,11015.15,187566364,0.692783366357541,63.5620075580553,99.6651913952342,0.0863157294850369,0.00678181763387187,11000.97056666,11016.65,119.059053706778,10395400753,0.0056828953426439
"372",385,385,"2018-07-19",10999.5,11005.6,1,10967.2,188310331,11060.2,11075.4,1,10983.45,200275134,0.702916106847895,60.8769607410769,99.5990775951825,0.0883930928887284,-0.00288200357672963,11007.7597174871,11074.4,109.116545650574,10195125619,0.00854465518953513
"373",386,386,"2018-07-20",10963.5,11030.1,1,11011.95,175148394,10999.5,11005.6,1,10967.2,188310331,0.690852542690679,59.4896477884971,99.5743050758664,0.0907547060690057,-0.00148059423921865,11006.1289930826,11004.6,74.4154894326831,10006815288,0.0100116456473264
"374",387,387,"2018-07-23",11019.85,11093.15,1,11079.05,218061481,10963.5,11030.1,1,11011.95,175148394,0.706134543007009,62.0541889626922,99.5983339674257,0.0857611638133014,0.00407204662922744,11018.5438306933,11029.1,83.0108309736205,10181963682,0.00597177961740886
"375",388,388,"2018-07-24",11109,11143.3,1,11133.15,181515758,11019.85,11093.15,1,11079.05,218061481,0.758827792978711,65.5734488409775,99.6341352530948,0.0793363609756724,0.00607489080226387,11048.8184300627,11092.15,103.554029630463,10400025163,0.00127116925032571
"376",389,389,"2018-07-25",11148.4,11155.65,1,11122.9,185174202,11109,11143.3,1,11133.15,181515758,0.830519905029559,68.1391402379404,99.6641969215059,0.080600913744498,0.00487120654204709,11087.9685856716,11142.3,115.200858906682,10581540921,0.000910942983046556
"377",390,390,"2018-07-26",11132.95,11184.65,1,11184.25,326391195,11148.4,11155.65,1,11122.9,185174202,0.869408409699979,67.1185191204084,99.699849835359,0.0763073695794054,-0.000921097923907155,11112.2817118008,11154.65,106.248922351858,10396366719,0.00293599530240752
"378",391,391,"2018-07-27",11232.75,11282.3,1,11273.6,303327938,11132.95,11184.65,1,11184.25,326391195,0.934102267876269,70.0136420348711,99.7120847435278,0.0797739665721357,0.00550049241438266,11149.1894503897,11183.65,122.708518272289,10722757914,3.57664984150645e-05
"379",392,392,"2018-07-30",11296.65,11328.05,1,11312.9,266391007,11232.75,11282.3,1,11273.6,303327938,1.03820217196082,73.6521659273674,99.7774536457805,0.0645735519019042,0.00795717056121426,11204.592500176,11281.3,159.313494986859,11026085852,0.00077118771772747
"380",393,393,"2018-07-31",11311.05,11365.6,1,11357.25,248359731,11296.65,11328.05,1,11312.9,266391007,1.13550261717195,75.0842176852125,99.7937364699337,0.0611879060948353,0.00347995835216608,11256.9534673825,11327.05,167.447668878898,11292476859,0.00133750623507441
"381",394,394,"2018-08-01",11359.8,11390.25,1,11321.35,245773492,11311.05,11365.6,1,11357.25,248359731,1.22985791140646,76.6280312383324,99.8089805885277,0.0499597147248026,0.00391263900578842,11308.5156531197,11364.6,170.490403717017,11540836590,0.00073473769424356
"382",395,395,"2018-08-02",11328.9,11328.9,1,11238.15,190681450,11359.8,11390.25,1,11321.35,245773492,1.26335617926205,72.7011556372326,99.7660207206937,0.056103455511063,-0.00316598290783432,11332.7757723943,11389.25,144.637750595137,11295063098,0.0060495642821081
"383",396,396,"2018-08-03",11297.8,11367.6,1,11362.25,190478491,11328.9,11328.9,1,11238.15,190681450,1.21539077144743,64.4570514427246,99.6997604825427,0.0808167694905549,-0.00737608344323171,11321.1341738131,11327.9,96.3301888568772,11104381648,0.0133546985095595
"384",397,397,"2018-08-06",11401.5,11427.5,1,11389.25,193466355,11297.8,11367.6,1,11362.25,190478491,1.25228761339702,69.9337043752051,99.7357252332086,0.0918920491307996,0.0109822168896549,11351.622552488,11366.6,121.390176330383,11294860139,0.00245845863423843
"385",398,398,"2018-08-07",11423.15,11428,1,11389.1,204951584,11401.5,11427.5,1,11389.25,193466355,1.28564564716807,70.9813528717482,99.7064271486993,0.0910430779652401,0.00237347099532492,11381.3090687088,11426.5,126.409691763576,11488326494,0.00334748173106376
"386",399,399,"2018-08-08",11412.5,11459.15,1,11455.2,184904254,11423.15,11428,1,11389.1,204951584,1.2965580835367,70.9665583274436,99.6968721670546,0.0900509134511371,-1.31704008410338e-05,11401.3947839076,11427,110.959081476607,11283374910,0.00340421807998597
"387",400,400,"2018-08-09",11493.25,11495.1,1,11471.1,279420160,11412.5,11459.15,1,11455.2,184904254,1.33672333109964,73.5798478011775,99.7120457016821,0.0903606057911654,0.00578701772185042,11436.2853937875,11458.15,118.009677676792,11468279164,0.000344732788451793
"388",401,401,"2018-08-10",11474.95,11477.7,1,11421.3,304587856,11493.25,11495.1,1,11471.1,279420160,1.36364315979554,74.1818451081076,99.7031277068203,0.0845561434992697,0.00138705351924884,11465.5233923422,11494.1,114.494053631795,11747699324,0.00208802777076935
"389",402,402,"2018-08-13",11369.6,11406.1,1,11363.35,231157052,11474.95,11477.7,1,11421.3,304587856,1.33364869928247,68.8874511844186,99.7025777658481,0.0901783699745918,-0.00435079577126629,11468.8174775783,11476.7,90.7175857733441,11443111468,0.00642068539511585
"390",403,403,"2018-08-14",11381.7,11452.25,1,11433.7,215736525,11369.6,11406.1,1,11363.35,231157052,1.25394628905915,63.2320351234616,99.7154268506148,0.0938238258347851,-0.00508676893923798,11450.2947585189,11420.3,57.8810936320357,11211954416,0.0114624024499526
"391",404,404,"2018-08-16",11397.15,11449.7,1,11391.2,271069740,11381.7,11452.25,1,11433.7,215736525,1.22664697905843,66.7958279176547,99.7096157232546,0.0967680357622854,0.00617187077399528,11458.2772438256,11451.25,79.6808000914494,11427690941,0.00534187104688489
"392",405,405,"2018-08-17",11437.15,11486.25,1,11465.55,209319797,11397.15,11449.7,1,11391.2,271069740,1.16123397275356,62.8335583401744,99.6844873115085,0.087965520105183,-0.00372400747575163,11448.7588333672,11448.7,63.7580333432839,11156621201,0.00903942022428895
"393",406,406,"2018-08-20",11502.1,11565.1,1,11554.55,218340525,11437.15,11486.25,1,11465.55,209319797,1.1488881753223,66.5696098395817,99.6951104930698,0.0745564144084281,0.00650575976356293,11465.0627459243,11485.25,89.7298035776448,11365940998,0.00257088419275986
"394",407,407,"2018-08-21",11576.2,11581.4,1,11571.25,211704678,11502.1,11565.1,1,11554.55,218340525,1.18825791289199,70.404721546181,99.6916350688773,0.082853895327924,0.00773241153978077,11505.414530498,11564.1,136.923440459471,11584281523,0.000912306188981511
"395",408,408,"2018-08-23",11620.7,11620.7,1,11578.5,233366238,11576.2,11581.4,1,11571.25,211704678,1.21679088810713,71.075250185814,99.7026422480566,0.0822995236101173,0.00144427461129126,11539.5718563533,11580.4,142.159933670092,11795986201,0.000876480950571624
"396",409,409,"2018-08-24",11566.6,11604.45,1,11556.3,197905282,11620.7,11620.7,1,11578.5,233366238,1.22993088187369,71.3784260562172,99.7188889812736,0.0786940745134484,0.00062635667659805,11565.8814098149,11619.7,148.406354824674,12029352439,0.00363176329853617
"397",410,410,"2018-08-27",11605.85,11700.8,1,11696.8,190739083,11566.6,11604.45,1,11556.3,197905282,1.21041674163207,68.9937232888386,99.7340055658924,0.08041211764647,-0.00191918726888218,11576.5718907334,11603.45,126.333436576647,11831447157,0.0055423117636429
"398",411,411,"2018-08-28",11731.95,11760.15,1,11743.75,199546461,11605.85,11700.8,1,11696.8,190739083,1.27872371700459,74.7445516341346,99.7486812592394,0.0935055347941996,0.0120845573140915,11629.5044642166,11699.8,193.840592706525,12022186240,0.000341886186088651
"399",412,412,"2018-08-29",11744.95,11753.1,1,11686.95,233702206,11731.95,11760.15,1,11743.75,199546461,1.34951118170579,76.3247762885534,99.7822789889808,0.0809942961275917,0.0040058840585484,11682.6839732684,11759.15,193.864958117578,12221732701,0.00139465862753682
"400",413,413,"2018-08-30",11694.75,11698.05,1,11679.55,287409534,11744.95,11753.1,1,11686.95,233702206,1.34967632185641,70.5718026534408,99.747362286353,0.0909298852096549,-0.00484834949566348,11701.5253314512,11752.1,144.820347789336,11988030495,0.00622493972778635
"401",414,414,"2018-08-31",11675.85,11727.15,1,11675.45,255810324,11694.75,11698.05,1,11679.55,287409534,1.32897665572487,69.8332908860954,99.7405447612855,0.0854813802063749,-0.000633385423354227,11711.2100313438,11697.05,107.985245679471,11700620961,0.00685423691338238
"402",416,416,"2018-09-04",11598.75,11601.55,1,11523.15,224999047,11751.8,11751.8,1,11571.05,207874032,1.18076622339576,59.308021461559,99.5802836726209,0.0941468766069822,-0.00898205767681937,11682.1937494562,11750.8,71.1745253223337,11236936605,0.0160810942967817
"403",417,417,"2018-09-05",11514.85,11542.1,1,11471.3,213937850,11598.75,11601.55,1,11523.15,224999047,1.04517960624964,55.3323191938109,99.5527518159868,0.096435426703865,-0.0041482336420362,11640.5287252531,11600.55,6.9501142426531,11011937558,0.0201545179711119
"404",418,418,"2018-09-06",11514.15,11561.95,1,11519.15,201828906,11514.85,11542.1,1,11471.3,213937850,0.891293395245762,51.3218031786037,99.4948031024985,0.0984797166402142,-0.00450979152604347,11591.6164784641,11541.1,-33.894670740769,10797999708,0.024563850278294
"405",419,419,"2018-09-07",11558.25,11602.75,1,11586.05,224721084,11514.15,11561.95,1,11519.15,201828906,0.79363218199191,54.5926865118972,99.4765186284367,0.102062151233744,0.00416260395881451,11570.714347028,11560.95,-16.5007351858016,10999828614,0.0204946786119745
"406",420,420,"2018-09-10",11570.25,11572.2,1,11439.5,229238483,11558.25,11602.75,1,11586.05,224721084,0.754289800976204,58.7645506971435,99.5110221267354,0.0804424225027655,0.00579092039507856,11577.1331070741,11601.75,18.6584999356008,11224549698,0.0148054918935468
"407",421,421,"2018-09-11",11476.85,11478.65,1,11282,265864691,11570.25,11572.2,1,11439.5,229238483,0.613614395962414,48.2965280524485,99.3910701810685,0.0951552548044454,-0.0127295095155766,11533.2784553008,11585.05,-50.452148612138,10995311215,0.0272681273731519
"408",422,422,"2018-09-12",11340.1,11380.15,1,11370.2,234403383,11476.85,11478.65,1,11282,265864691,0.387231175952851,40.0411779275902,99.2466129869846,0.111957906166252,-0.0138637433850128,11448.7549791451,11477.65,-139.26078753915,10729446524,0.0406619526071187
"409",423,423,"2018-09-14",11443.5,11523,1,11510.75,221692317,11340.1,11380.15,1,11370.2,234403383,0.266416282221305,45.6443854405166,99.3731212494376,0.127988374020339,0.00778736243947087,11415.8176114988,11379.15,-141.978664004289,10963849907,0.0331614104760972
"410",424,424,"2018-09-17",11464.95,11464.95,1,11371.6,174515167,11443.5,11523,1,11510.75,221692317,0.266355394843365,53.156763809676,99.4293204082006,0.152169528676749,0.0122854835834669,11438.7234195539,11522,-41.6232889917094,11185542224,0.021209015957786
"411",425,425,"2018-09-18",11381.55,11410.85,1,11282.25,200252552,11464.95,11464.95,1,11371.6,174515167,0.166549782578085,46.3297601025367,99.350912225569,0.158044957828925,-0.0121623622824476,11410.4381036386,11509.75,-117.42795115071,11011027057,0.0330423542517954
"412",426,426,"2018-09-19",11326.65,11331.85,1,11237.15,222630144,11381.55,11410.85,1,11282.25,200252552,0.0241180516610262,42.5507755615997,99.2650825167773,0.161000353612181,-0.0078883247943704,11360.682211046,11409.85,-156.030331940358,10810774505,0.0400651798401988
"413",427,427,"2018-09-21",11271.3,11346.35,1,11160.55,382826691,11326.65,11331.85,1,11237.15,222630144,-0.119500820425922,40.7442342699612,99.1998972502283,0.160802909908033,-0.00400544066866892,11309.8726561354,11330.85,-164.237517181555,10588144361,0.0437970180753651
"414",428,428,"2018-09-24",11164.4,11167.75,1,10974.7,259040008,11271.3,11346.35,1,11160.55,382826691,-0.284664146919889,37.8081861695611,99.1321563041684,0.157286528050089,-0.00684001470232332,11248.1332795049,11345.35,-153.307021645917,10205317670,0.0503157231848044
"415",429,429,"2018-09-25",10969.95,11080.3,1,11080.05,262392722,11164.4,11167.75,1,10974.7,259040008,-0.542183785264361,31.8174423194982,99.0990902782532,0.160667172138095,-0.0167926151572182,11142.4702826033,11166.75,-203.676692632274,9946277662,0.0661316676311399
"416",430,430,"2018-09-26",11145.55,11145.55,1,11047.05,226822024,10969.95,11080.3,1,11080.05,262392722,-0.664500644584387,37.83092382386,99.1374785160745,0.174484789961347,0.00955357020863978,11101.017523269,11079.3,-162.356908261052,10208670384,0.0450535479561274
"417",431,431,"2018-09-27",11079.8,11089.45,1,10985.95,300710082,11145.55,11145.55,1,11047.05,226822024,-0.776681295817827,36.7378963976464,99.0663500353294,0.162999532165183,-0.00298276994875124,11061.665923276,11144.55,-134.330706139571,9981848360,0.0478979464304955
"418",432,432,"2018-09-28",11008.1,11033.45,1,10931.75,303259513,11079.8,11089.45,1,10985.95,300710082,-0.899728114273068,34.7367221687456,99.0786058395244,0.15142346735276,-0.0055462403325528,11014.6415985443,11088.45,-138.329110785704,9681138278,0.0531643933027344
"419",433,433,"2018-10-01",10930.9,11035.45,1,11014.6,231495565,11008.1,11033.45,1,10931.75,303259513,-1.02526101344782,33.018532350015,99.0819813053218,0.116052373145712,-0.00494578450121708,10964.2966671605,11032.45,-139.93327126316,9377878765,0.0578361023121512
"420",434,434,"2018-10-03",10982.7,10988.3,1,10850.45,242024481,10930.9,11035.45,1,11014.6,231495565,-1.05339522804896,38.061872791862,99.132188040828,0.128287930913173,0.00755026631600586,10956.907195171,11034.45,-110.326663026371,9609374330,0.0481886061946903
"421",435,435,"2018-10-04",10754.7,10754.7,1,10552.7,318180703,10982.7,10988.3,1,10850.45,242024481,-1.18154705579826,32.7934168411683,99.1347968728719,0.141200183271737,-0.0150151116970232,10899.6032611889,11013.6,-128.168543409588,9367349849,0.058370942544697
"422",436,436,"2018-10-05",10514.1,10540.1,1,10263.55,467990459,10754.7,10754.7,1,10552.7,318180703,-1.48446171698072,25.8136845581875,99.0227428604951,0.189251509680189,-0.027824802431109,10761.1881231946,10849.45,-183.115793208381,9049169146,0.0842128102759937
"423",437,437,"2018-10-08",10310.15,10397.65,1,10352.75,319586906,10514.1,10540.1,1,10263.55,467990459,-1.91873892468647,21.1139113674849,98.739495339088,0.219756444829183,-0.0277829675539731,10566.0511093903,10551.7,-210.378748206839,8581178687,0.109308279812533
"424",438,438,"2018-10-09",10390.3,10397.35,1,10291.8,355398611,10310.15,10397.65,1,10352.75,319586906,-2.17695133207333,25.6132514255759,98.7631469741587,0.233712672250198,0.00865340110663482,10454.9097659548,10396.65,-183.689899946017,8900765593,0.0970171712193442
"425",439,439,"2018-10-10",10331.85,10482.35,1,10462.7,279861724,10390.3,10397.35,1,10291.8,355398611,-2.40307406054255,24.5815564581505,98.7531773576683,0.213101455695576,-0.00590472324065061,10356.9834198217,10396.35,-167.469913666536,8545366982,0.0980775382673743
"426",440,440,"2018-10-11",10169.8,10335.6,1,10248.3,319490208,10331.85,10482.35,1,10462.7,279861724,-2.42885302656217,32.7599442651417,98.8278107615833,0.250877251093914,0.0164690898612729,10345.7704634906,10481.35,-121.542258379319,8825228706,0.0778865350121415
"427",441,441,"2018-10-12",10331.55,10492.3,1,10465.2,270979794,10169.8,10335.6,1,10248.3,319490208,-2.58305253066987,28.5737046096462,98.6414732661209,0.262854330974151,-0.0207047133523286,10271.2536757486,10461.7,-136.022557942507,8505738498,0.0967841450462085
"428",442,442,"2018-10-15",10524.2,10526.1,1,10517.7,203641865,10331.55,10492.3,1,10465.2,270979794,-2.51408419639412,37.3024346913178,98.7687435611973,0.305170014330417,0.0209436288681601,10292.3142169874,10491.3,-85.9529775084485,8776718292,0.0629144558622696
"429",443,443,"2018-10-16",10550.15,10604.75,1,10576.45,225975303,10524.2,10526.1,1,10517.7,203641865,-2.39259199406299,39.238006928175,99.0260138344064,0.302099960002114,0.00500408518877471,10329.4832002304,10525.1,-68.1701024155583,8980360157,0.0563369539371261
"430",444,444,"2018-10-17",10688.7,10709.5,1,10458.45,219611812,10550.15,10604.75,1,10576.45,225975303,-2.2262540433061,41.4175211291942,99.2298760646206,0.300463546033651,0.00557027914449115,10380.0084468565,10603.75,-47.9616877966163,9206335460,0.051065318922702
"431",445,445,"2018-10-19",10339.7,10379,1,10316.55,246294153,10688.7,10709.5,1,10458.45,219611812,-2.15949023906229,38.435446916213,99.0331226265893,0.266981063535221,-0.011219567271965,10381.3168037928,10708.5,-43.1679176002968,8986723648,0.0569060599091848
"432",446,446,"2018-10-22",10405.85,10405.85,1,10252.55,221113361,10339.7,10379,1,10316.55,246294153,-2.19024906402987,35.1572549980908,98.9928671847172,0.229024736741685,-0.0136608622637482,10337.8334128561,10457.45,-84.916715804376,8740429495,0.0651505059155646
"433",447,447,"2018-10-23",10152.6,10221.15,1,10184.35,235188863,10405.85,10405.85,1,10252.55,221113361,-2.23907519428662,33.7587282424141,98.8716135510318,0.225901472132121,-0.00622294670486667,10286.8640879198,10404.85,-82.9572567106441,8519316134,0.0709505231343657
"434",448,448,"2018-10-24",10278.15,10288.75,1,10239.9,285154251,10152.6,10221.15,1,10184.35,235188863,-2.30510031432063,32.2849081929203,98.9695026193334,0.226472671935354,-0.00667422683143037,10229.0643220395,10251.55,-106.347398159117,8284127271,0.0731708427002083
"435",449,449,"2018-10-25",10135.05,10166.6,1,10139.3,413072656,10278.15,10288.75,1,10239.9,285154251,-2.28957470345152,34.7824193590119,98.9756998549364,0.205331965724251,0.00543962563861911,10207.2573937381,10287.75,-86.2460138569005,8569281522,0.0478718952546566
"436",450,450,"2018-10-26",10122.35,10127.95,1,10012.65,246067078,10135.05,10166.6,1,10139.3,413072656,-2.32937421088768,32.4483528666975,98.9423948651405,0.180712591796847,-0.00987289168913641,10160.4822634294,10238.9,-108.5874753141,8156208866,0.0532474202736145
"437",451,451,"2018-10-29",10078.1,10274.15,1,10249.05,300954410,10122.35,10127.95,1,10012.65,246067078,-2.43299149596539,29.7423936248599,98.8857700389594,0.129970675588959,-0.0125696686938728,10086.6019774068,10138.3,-125.445960316337,7910141788,0.0650744735490499
"438",452,452,"2018-10-30",10239.4,10284.9,1,10190.2,231416704,10078.1,10274.15,1,10249.05,300954410,-2.30550677396781,39.8289544952489,99.0631510574115,0.195999473825273,0.0233357248065929,10112.8489932956,10273.15,-65.4641644116714,8211096198,0.0429985525517113
"439",453,453,"2018-10-31",10209.55,10395.7,1,10362,302523526,10239.4,10284.9,1,10190.2,231416704,-2.2251358657687,38.3528042391857,99.1028332369214,0.189485135663265,-0.00575854423485822,10115.4672768808,10283.9,-68.5522461513872,7979679494,0.0484941868609048
"440",454,454,"2018-11-01",10441.7,10441.7,1,10381.15,257351106,10209.55,10395.7,1,10362,302523526,-2.00422428030768,44.786205369703,99.1989809208055,0.21350883024325,0.0167187942651932,10176.4839038468,10394.7,-6.85973882339074,8282203020,0.0324508567960032
"441",455,455,"2018-11-02",10462.3,10606.15,1,10557.2,342087128,10441.7,10441.7,1,10381.15,257351106,-1.79343295956487,45.4693276647111,99.2374641574159,0.199501790375179,0.00184639318912261,10229.7930870604,10440.7,24.1436033998726,8539554126,0.0306625577812019
"442",456,456,"2018-11-05",10558.75,10558.75,1,10526.15,262434877,10462.3,10606.15,1,10557.2,342087128,-1.47205726938905,51.4199300784128,99.241208715586,0.211607282185984,0.0168164300223683,10328.6812812098,10605.15,125.959673024523,8881641254,0.0142223467339029
"443",457,457,"2018-11-06",10552,10600.15,1,10520.4,250444982,10558.75,10558.75,1,10526.15,262434877,-1.22745624851714,50.375805441946,99.2991194100603,0.206816625708627,-0.00294545434652349,10392.1690382449,10557.75,93.34839537869,8619206377,0.0171219124994164
"444",458,458,"2018-11-09",10614.7,10619.45,1,10581.55,240646818,10552,10600.15,1,10520.4,250444982,-1.02627126092197,50.1726265339122,99.3236915680591,0.207650875561729,-0.000546407857159537,10437.1974032604,10599.15,90.9477738105665,8368761395,0.0176588691226596
"445",459,459,"2018-11-12",10607.8,10645.4,1,10479.55,209494631,10614.7,10619.45,1,10581.55,240646818,-0.810193518581503,52.3726452728338,99.3594972701231,0.192608362880058,0.00579568913479633,10490.3057334522,10618.45,98.0627577422883,8609408213,0.00356925916682769
"446",460,460,"2018-11-13",10451.9,10595.75,1,10581.2,218479156,10607.8,10645.4,1,10479.55,209494631,-0.70966862466556,48.5240370415122,99.2982729535396,0.184643430179689,-0.00968617949550321,10495.1549219788,10644.4,75.4453947349485,8399913582,0.015580962759761
"447",461,461,"2018-11-14",10634.9,10651.2,1,10568.15,321525488,10451.9,10595.75,1,10581.2,218479156,-0.545240419383908,52.2869828912213,99.3454780863706,0.152483825672941,0.00965310250881402,10531.4885135718,10594.75,79.0179452897128,8618392738,0.00603134042313319
"448",462,462,"2018-11-15",10580.6,10646.5,1,10601.35,217310392,10634.9,10651.2,1,10568.15,321525488,-0.420226312930461,51.7638191792519,99.3235306149067,0.145282413140798,-0.0012340806366371,10553.1403058424,10650.2,81.9975528923662,8296867250,0.007797975624871
"449",463,463,"2018-11-16",10644,10695.05,1,10680.85,238808550,10580.6,10646.5,1,10601.35,217310392,-0.292303420373574,53.0508357861225,99.3334429502223,0.123485316622247,0.0031365905873102,10579.1058756816,10645.5,83.1999916334594,8514177642,0.00468066327392916
"450",464,464,"2018-11-19",10731.25,10774.25,1,10770.35,191169415,10644,10695.05,1,10680.85,238808550,-0.128539685223839,56.0732503517544,99.3792990999229,0.126134714344722,0.00747106688088728,10623.5041207581,10694.05,104.747842235852,8752986192,0.00132784118271365
"451",465,465,"2018-11-20",10740.1,10740.1,1,10647.55,188407185,10731.25,10774.25,1,10770.35,191169415,0.0686293752103051,59.2534718448725,99.4765903393299,0.102295956754023,0.00834456993892552,10684.7077684288,10773.25,127.836125128071,8944155607,0.000362007750678731
"452",466,466,"2018-11-21",10670.95,10671.15,1,10605.3,221826116,10740.1,10740.1,1,10647.55,188407185,0.129248824274764,53.5273086409586,99.3902655830788,0.12419386165211,-0.0114671695767772,10687.9149121281,10769.35,87.8199312151784,8755748422,0.0117606107720512
"453",468,468,"2018-11-26",10568.3,10636.9,1,10633.05,232218153,10612.65,10645.85,1,10522.3,165451492,0.0901342123359461,48.1551471489428,99.3697688052357,0.131163363656449,-0.00785706156771404,10636.2204611189,10644.85,37.3005737295519,8368470814,0.02338662891885
"454",469,469,"2018-11-27",10621.45,10695.05,1,10685.25,277150862,10568.3,10636.9,1,10633.05,232218153,0.130977216237049,52.7794637434481,99.451543700125,0.13064360727832,0.0104702604077005,10643.2665197348,10635.9,54.0545641516757,8600688967,0.0131065370245748
"455",470,470,"2018-11-28",10708.75,10757.7,1,10721.55,263340004,10621.45,10695.05,1,10685.25,277150862,0.200762776109698,54.8247492312119,99.4872064519646,0.123436424211097,0.00489721078365513,10664.9017649327,10694.05,77.4113285869728,8877839829,0.00826120251548976
"456",471,471,"2018-11-29",10808.7,10880.45,1,10875.85,386883331,10708.75,10757.7,1,10721.55,263340004,0.280331103334097,56.2440705967646,99.4689475706008,0.123112579855209,0.00339144895951904,10692.0575318856,10756.7,109.219686908928,9141179833,0.00489174575917209
"457",472,472,"2018-11-30",10892.1,10922.3,1,10882.8,318744169,10808.7,10880.45,1,10875.85,386883331,0.454992627359352,61.7458448623233,99.4846817696386,0.14093544419999,0.0142890000970493,10762.2194078827,10879.45,192.479807049962,9528063164,0.00042281549159198
"458",473,473,"2018-12-03",10930.7,10941.05,1,10889.8,276570169,10892.1,10922.3,1,10882.8,318744169,0.591184433357617,61.9777483331332,99.5588145569177,0.138401044017128,0.000638826419503857,10815.2411791573,10921.3,192.235847781584,9846807333,0.00361678554750808
"459",474,474,"2018-12-04",10877.1,10890.65,1,10869.7,226394694,10930.7,10941.05,1,10889.8,276570169,0.695817631285478,62.2261291458432,99.5972182640425,0.133165057773679,0.000643010043924974,10855.2824911954,10940.05,170.922628791118,10123377502,0.00468462209953337
"460",476,476,"2018-12-06",10718.15,10722.2,1,10593.95,259349557,10820.45,10820.6,1,10790.35,245858703,0.732682529076789,56.2581615851434,99.6249065078915,0.118995454126891,-0.00732688567018158,10864.3838164944,10868.7,71.5090330430358,9651124105,0.01377507415414
"461",477,477,"2018-12-07",10644.8,10704,1,10702.2,261630459,10718.15,10722.2,1,10593.95,259349557,0.561286623907686,46.6113805386137,99.4494414293811,0.155029525308842,-0.0183691327274733,10788.844099326,10789.35,-29.2806633519409,9391774548,0.0317274601121566
"462",478,478,"2018-12-10",10523.35,10558.3,1,10477.3,322508033,10644.8,10704,1,10702.2,261630459,0.501122177919799,51.5433602847888,99.4822637112874,0.154417683376669,0.0101662443516126,10767.6185333099,10703,-3.82109090585192,9653405007,0.0218326241653373
"463",479,479,"2018-12-11",10359.75,10566.75,1,10557.9,321348738,10523.35,10558.3,1,10477.3,322508033,0.280608268116822,42.7146767214994,99.2690440140317,0.191002545453913,-0.0212383156982998,10676.8999797517,10701.2,-129.064651688398,9330896974,0.042390117046997
"464",480,480,"2018-12-12",10589.2,10751.5,1,10736.9,268635614,10359.75,10566.75,1,10557.9,321348738,0.164571370601752,46.2668626641058,99.3122893854746,0.196360027366933,0.00766338275388101,10636.2173123367,10565.75,-98.2447309277919,9652245712,0.0350226918524138
"465",481,481,"2018-12-13",10791.45,10838.6,1,10788.5,242662173,10589.2,10751.5,1,10736.9,268635614,0.205608012904213,53.2065521944116,99.3527514005536,0.203383297458615,0.0168120119543431,10665.5680122543,10750.5,22.7393475719877,9920881326,0.0186607922267265
"466",482,482,"2018-12-14",10784.5,10815.4,1,10802.35,244835217,10791.45,10838.6,1,10788.5,242662173,0.273873937071412,55.0103658015872,99.3437528901929,0.205966226560245,0.00479434517720279,10704.6319349346,10837.6,63.9851704803135,10163543499,0.0139441775860256
