"","timestamp","open","high","low","close","volume","Date"
"71","2017-04-13",233.64,234.49,232.51,232.51,92880400,2017-04-13
"72","2017-04-17",233.11,234.57,232.88,234.57,68405400,2017-04-17
"73","2017-04-18",233.72,234.49,233.08,233.87,83225800,2017-04-18
"74","2017-04-19",234.52,234.95,233.18,233.44,68699900,2017-04-19
"75","2017-04-20",234.15,235.85,233.78,235.34,92572200,2017-04-20
"76","2017-04-21",235.25,235.31,234.13,234.59,110389800,2017-04-21
"77","2017-04-24",237.18,237.41,234.56,237.17,119209900,2017-04-24
"78","2017-04-25",237.91,238.95,237.81,238.55,76698300,2017-04-25
"79","2017-04-26",238.51,239.53,238.35,238.4,84702500,2017-04-26
"80","2017-04-27",238.77,238.95,237.98,238.6,57410300,2017-04-27
"81","2017-04-28",238.9,238.93,237.93,238.08,63532800,2017-04-28
"82","2017-05-01",238.68,239.17,238.2,238.68,66882500,2017-05-01
"83","2017-05-02",238.84,238.98,238.3,238.77,57375700,2017-05-02
"84","2017-05-03",238.77,238.88,237.7,238.48,73137700,2017-05-03
"85","2017-05-04",238.83,238.92,237.78,238.76,61462700,2017-05-04
"86","2017-05-05",239.19,239.72,238.68,239.7,62001300,2017-05-05
"87","2017-05-08",239.75,239.92,239.17,239.66,48385700,2017-05-08
"88","2017-05-09",239.96,240.19,239.04,239.44,51363200,2017-05-09
"89","2017-05-10",239.39,239.87,239.15,239.87,54293800,2017-05-10
"90","2017-05-11",239.35,239.57,238.13,239.38,62358300,2017-05-11
"91","2017-05-12",239.09,239.43,238.67,238.98,53912700,2017-05-12
"92","2017-05-15",239.47,240.44,239.45,240.3,61918900,2017-05-15
"93","2017-05-16",240.64,240.67,239.63,240.08,51241800,2017-05-16
"94","2017-05-17",240.08,240.08,235.75,235.82,172174100,2017-05-17
"95","2017-05-18",235.73,237.75,235.43,236.77,107047700,2017-05-18
"96","2017-05-19",237.33,239.08,237.27,238.31,115011400,2017-05-19
"97","2017-05-22",238.9,239.71,238.82,239.52,61010600,2017-05-22
"98","2017-05-23",239.95,240.24,239.51,240.05,48341700,2017-05-23
"99","2017-05-24",240.32,240.73,239.93,240.61,46927700,2017-05-24
"100","2017-05-25",241.2,242.08,240.96,241.76,64071700,2017-05-25
"101","2017-05-26",241.54,241.9,241.45,241.71,43404500,2017-05-26
"102","2017-05-30",241.34,241.79,241.16,241.5,35201900,2017-05-30
"103","2017-05-31",241.84,241.88,240.64,241.44,91796000,2017-05-31
"104","2017-06-01",241.97,243.38,241.64,243.36,68962000,2017-06-01
"105","2017-06-02",243.42,244.35,243.08,244.17,88666100,2017-06-02
"106","2017-06-05",243.97,244.3,243.76,243.99,44698800,2017-06-05
"107","2017-06-06",243.34,243.98,243.12,243.21,50375400,2017-06-06
"108","2017-06-07",243.6,243.92,242.83,243.66,54144300,2017-06-07
"109","2017-06-08",243.77,244.33,243.17,243.78,65950700,2017-06-08
"110","2017-06-09",244.09,245.01,241.95,243.41,132256400,2017-06-09
"111","2017-06-12",243.13,243.42,242.38,243.36,86108100,2017-06-12
"112","2017-06-13",243.98,244.61,243.58,244.55,60067000,2017-06-13
"113","2017-06-14",244.86,244.87,243.29,244.24,78602300,2017-06-14
"114","2017-06-15",242.68,243.91,242.36,243.77,66464900,2017-06-15
"115","2017-06-16",242.77,242.83,241.63,242.64,84553100,2017-06-16
"116","2017-06-19",243.59,244.73,243.48,244.66,65123800,2017-06-19
"117","2017-06-20",244.25,244.26,242.99,243.01,56906400,2017-06-20
"118","2017-06-21",243.46,243.59,242.41,242.95,55977600,2017-06-21
"119","2017-06-22",242.96,243.53,242.64,242.84,44148100,2017-06-22
"120","2017-06-23",242.91,243.51,242.47,243.13,66986800,2017-06-23
"121","2017-06-26",243.9,244.38,243.05,243.29,56700500,2017-06-26
"122","2017-06-27",243.04,243.38,241.31,241.33,82247700,2017-06-27
"123","2017-06-28",242.5,243.72,242.23,243.49,70042600,2017-06-28
"124","2017-06-29",243.66,243.72,239.96,241.35,106949700,2017-06-29
"125","2017-06-30",242.28,242.71,241.58,241.8,69340100,2017-06-30
"126","2017-07-03",242.88,243.38,242.21,242.21,39153800,2017-07-03
"127","2017-07-05",242.63,243.01,241.7,242.77,54427600,2017-07-05
"128","2017-07-06",241.89,242.03,240.34,240.55,65400800,2017-07-06
"129","2017-07-07",241.21,242.28,240.56,242.11,56062000,2017-07-07
"130","2017-07-10",241.95,242.8,241.76,242.37,36663274,2017-07-10
"131","2017-07-11",242.16,242.55,240.85,242.19,50290920,2017-07-11
"132","2017-07-12",243.3,244.2,243.3,244.01,59610405,2017-07-12
"133","2017-07-13",244.02,244.55,243.76,244.42,39471637,2017-07-13
"134","2017-07-14",244.43,245.97,244.31,245.56,60234284,2017-07-14
"135","2017-07-17",245.47,245.91,245.33,245.53,33502556,2017-07-17
"136","2017-07-18",245.06,245.72,244.67,245.66,42742498,2017-07-18
"137","2017-07-19",246.02,247,246.01,246.99,51034260,2017-07-19
"138","2017-07-20",247.28,247.42,246.47,247.1,47095050,2017-07-20
"139","2017-07-21",246.44,246.91,246.18,246.88,88711019,2017-07-21
"140","2017-07-24",246.79,246.98,246.28,246.82,46607836,2017-07-24
"141","2017-07-25",247.68,247.8,247.16,247.42,54915591,2017-07-25
"142","2017-07-26",247.75,247.79,247.13,247.43,47575422,2017-07-26
"143","2017-07-27",247.96,248,245.68,247.2,70766568,2017-07-27
"144","2017-07-28",246.65,247.06,246.13,246.91,50088359,2017-07-28
"145","2017-07-31",247.37,247.48,246.53,246.77,65838659,2017-07-31
"146","2017-08-01",247.46,247.5,246.716,247.32,55050401,2017-08-01
"147","2017-08-02",247.47,247.6,246.37,247.44,47211216,2017-08-02
"148","2017-08-03",247.31,247.34,246.64,246.96,40785699,2017-08-03
"149","2017-08-04",247.52,247.79,246.97,247.41,60191838,2017-08-04
"150","2017-08-07",247.49,247.87,247.37,247.87,31995021,2017-08-07
"151","2017-08-08",247.51,248.91,246.83,247.26,61719353,2017-08-08
"152","2017-08-09",246.47,247.31,246.06,247.25,62523195,2017-08-09
"153","2017-08-10",246.29,246.44,243.7,243.76,120361520,2017-08-10
"154","2017-08-11",244.02,244.8,243.75,244.12,74869947,2017-08-11
"155","2017-08-14",245.59,246.79,245.55,246.54,73291919,2017-08-14
"156","2017-08-15",246.98,247,246.16,246.51,55242746,2017-08-15
"157","2017-08-16",247.11,247.57,246.45,246.94,56573941,2017-08-16
"158","2017-08-17",246.24,246.6,243.09,243.09,128490396,2017-08-17
"159","2017-08-18",242.9,244.19,242.2,242.71,136747986,2017-08-18
"160","2017-08-21",242.64,243.2,241.83,242.9,65469736,2017-08-21
"161","2017-08-22",243.57,245.62,243.55,245.44,63140101,2017-08-22
"162","2017-08-23",244.33,245.05,244.16,244.56,50203837,2017-08-23
"163","2017-08-24",245,245.18,243.75,243.99,50741671,2017-08-24
"164","2017-08-25",244.9,245.61,244.39,244.56,64445912,2017-08-25
"165","2017-08-28",245.17,245.2,244.09,244.57,40565606,2017-08-28
"166","2017-08-29",243.06,245.15,242.93,244.85,51135715,2017-08-29
"167","2017-08-30",244.83,246.32,244.62,246.01,62030805,2017-08-30
"168","2017-08-31",246.72,247.77,246.05,247.49,103803880,2017-08-31
"169","2017-09-01",247.92,248.33,247.67,247.84,62006989,2017-09-01
"170","2017-09-05",247.26,247.52,244.95,246.06,91398777,2017-09-05
"171","2017-09-06",246.84,247.28,246.23,246.9,57916867,2017-09-06
"172","2017-09-07",247.25,247.27,246.4,246.87,58034730,2017-09-07
"173","2017-09-08",246.54,247.11,246.3,246.58,63832825,2017-09-08
"174","2017-09-11",248.04,249.3,248.02,249.21,71364848,2017-09-11
"175","2017-09-12",249.63,250.09,249.42,250.05,56896027,2017-09-12
"176","2017-09-13",249.72,250.21,249.59,250.17,59228002,2017-09-13
"177","2017-09-14",249.8,250.32,249.6,250.09,95446349,2017-09-14
"178","2017-09-15",248.69,249.29,248.57,249.19,95432382,2017-09-15
"179","2017-09-18",249.61,250.12,249.28,249.72,46235238,2017-09-18
"180","2017-09-19",250,250.07,249.6,249.97,47108148,2017-09-19
"181","2017-09-20",250.07,250.19,248.92,250.06,59574083,2017-09-20
"182","2017-09-21",249.88,249.98,249.19,249.39,48211398,2017-09-21
"183","2017-09-22",249.05,249.63,249.02,249.44,51214032,2017-09-22
"184","2017-09-25",249.15,249.55,248.08,248.93,57064357,2017-09-25
"185","2017-09-26",249.42,249.7,248.81,249.08,54081959,2017-09-26
"186","2017-09-27",249.88,250.49,248.87,250.05,81001426,2017-09-27
"187","2017-09-28",249.73,250.44,249.63,250.35,44778841,2017-09-28
"188","2017-09-29",250.34,251.32,250.13,251.23,85578002,2017-09-29
"189","2017-10-02",251.49,252.32,251.29,252.32,59022985,2017-10-02
"190","2017-10-03",252.32,252.89,252.23,252.86,66810169,2017-10-03
"191","2017-10-04",252.69,253.44,252.56,253.16,55953619,2017-10-04
"192","2017-10-05",253.54,254.68,253.2,254.66,63522757,2017-10-05
"193","2017-10-06",254.15,254.7,253.85,254.37,80645998,2017-10-06
"194","2017-10-09",254.63,254.7,253.65,253.95,35803138,2017-10-09
"195","2017-10-10",254.6,255.05,253.98,254.62,43057363,2017-10-10
"196","2017-10-11",254.51,255.02,254.32,255.02,47674325,2017-10-11
"197","2017-10-12",254.66,255.06,254.37,254.64,47065144,2017-10-12
"198","2017-10-13",255.14,255.27,254.64,254.95,54800435,2017-10-13
"199","2017-10-16",255.21,255.51,254.82,255.29,38221675,2017-10-16
"200","2017-10-17",255.23,255.52,254.98,255.47,31560964,2017-10-17
"201","2017-10-18",255.9,255.95,255.5,255.72,40888330,2017-10-18
"202","2017-10-19",254.83,255.83,254.35,255.79,61903788,2017-10-19
"203","2017-10-20",256.7,257.14,255.77,257.11,89176377,2017-10-20
"204","2017-10-23",257.48,257.51,256.02,256.11,63915306,2017-10-23
"205","2017-10-24",256.6,256.83,256.15,256.56,66935910,2017-10-24
"206","2017-10-25",256.18,256.31,254,255.29,103715291,2017-10-25
"207","2017-10-26",255.99,256.3,255.48,255.62,69797972,2017-10-26
"208","2017-10-27",256.47,257.89,255.63,257.71,85562544,2017-10-27
"209","2017-10-30",256.47,257.6,256.41,256.75,54285687,2017-10-30
"210","2017-10-31",257.18,257.44,256.81,257.15,60304781,2017-10-31
"211","2017-11-01",258.04,258.43,257.07,257.49,54202736,2017-11-01
"212","2017-11-02",257.41,257.75,256.19,257.59,56449535,2017-11-02
"213","2017-11-03",257.77,258.5,257.3,258.45,59589730,2017-11-03
"214","2017-11-06",258.3,259,258.22,258.85,49652598,2017-11-06
"215","2017-11-07",258.97,259.35,258.09,258.67,57502161,2017-11-07
"216","2017-11-08",258.47,259.22,258.15,259.11,50469579,2017-11-08
"217","2017-11-09",257.73,258.39,256.36,258.17,93981044,2017-11-09
"218","2017-11-10",257.73,258.29,257.37,258.09,59984662,2017-11-10
"219","2017-11-13",257.31,258.59,257.27,258.33,50228648,2017-11-13
"220","2017-11-14",257.41,257.85,256.52,257.73,61315152,2017-11-14
"221","2017-11-15",256.62,257.22,255.63,256.44,80811525,2017-11-15
"222","2017-11-16",257.52,259.04,257.47,258.62,67777027,2017-11-16
"223","2017-11-17",258.22,258.59,257.77,257.86,75756833,2017-11-17
"224","2017-11-20",258.14,258.52,257.86,258.3,48075514,2017-11-20
"225","2017-11-21",259.18,260.2,258.26,259.99,69176799,2017-11-21
"226","2017-11-22",260,260.15,259.57,259.76,45033392,2017-11-22
"227","2017-11-24",260.32,260.48,260.16,260.36,27856514,2017-11-24
"228","2017-11-27",260.41,260.75,260,260.23,52274922,2017-11-27
"229","2017-11-28",260.76,262.9,260.65,262.87,98971719,2017-11-28
"230","2017-11-29",263.02,263.63,262.2,262.71,77512102,2017-11-29
"231","2017-11-30",263.76,266.05,263.67,265.01,127894389,2017-11-30
"232","2017-12-01",264.76,265.31,260.76,264.46,164390902,2017-12-01
"233","2017-12-04",266.31,266.8,264.08,264.14,94040560,2017-12-04
"234","2017-12-05",263.19,265.15,263.04,263.19,77994544,2017-12-05
"235","2017-12-06",263.3,263.73,262.71,263.24,75898566,2017-12-06
"236","2017-12-07",264.07,264.43,262.94,264.07,77218569,2017-12-07
"237","2017-12-08",265.16,265.52,264.03,265.51,76563873,2017-12-08
"238","2017-12-11",266.31,266.38,265.48,266.31,83077533,2017-12-11
"239","2017-12-12",267.21,267.32,266.35,266.78,85195750,2017-12-12
"240","2017-12-13",267.06,267.56,266.65,266.75,102905409,2017-12-13
"241","2017-12-14",267.09,267.22,265.6,265.66,100666692,2017-12-14
"242","2017-12-15",265.45,267.04,265.39,266.51,144610290,2017-12-15
"243","2017-12-18",268.1,268.6,267.98,268.2,83653572,2017-12-18
"244","2017-12-19",268.48,268.53,267.09,267.17,82382876,2017-12-19
"245","2017-12-20",268.27,268.33,266.69,267.03,76751500,2017-12-20
"246","2017-12-21",267.74,268.39,267.3,267.58,67032339,2017-12-21
"247","2017-12-22",267.6,267.64,266.9,267.51,78720873,2017-12-22
"248","2017-12-26",267.05,267.44,266.89,267.19,45244433,2017-12-26
"249","2017-12-27",267.38,267.73,267.01,267.32,57750986,2017-12-27
"250","2017-12-28",267.89,267.92,267.45,267.87,45116139,2017-12-28
"251","2017-12-29",268.53,268.55,266.64,266.86,96007424,2017-12-29
"252","2018-01-02",267.84,268.81,267.4,268.77,86655749,2018-01-02
"253","2018-01-03",268.96,270.64,268.96,270.47,90070416,2018-01-03
"254","2018-01-04",271.2,272.16,270.54,271.61,80636408,2018-01-04
"255","2018-01-05",272.51,273.56,271.95,273.42,83523995,2018-01-05
"256","2018-01-08",273.31,274.1,272.98,273.92,57319192,2018-01-08
"257","2018-01-09",274.4,275.25,274.08,274.54,57253957,2018-01-09
"258","2018-01-10",273.68,274.42,272.92,274.12,69574318,2018-01-10
"259","2018-01-11",274.75,276.12,274.56,276.12,62361455,2018-01-11
"260","2018-01-12",276.42,278.11,276.08,277.92,90816076,2018-01-12
"261","2018-01-16",279.35,280.09,276.18,276.97,106555142,2018-01-16
"262","2018-01-17",278.03,280.05,276.97,279.61,113258799,2018-01-17
"263","2018-01-18",279.48,279.96,278.58,279.14,100728006,2018-01-18
"264","2018-01-19",279.8,280.41,279.14,280.41,140920098,2018-01-19
"265","2018-01-22",280.17,282.69,280.11,282.69,91322408,2018-01-22
"266","2018-01-23",282.74,283.62,282.37,283.29,97084700,2018-01-23
"267","2018-01-24",284.02,284.7,281.84,283.18,134816117,2018-01-24
"268","2018-01-25",284.16,284.27,282.4,283.3,84587313,2018-01-25
"269","2018-01-26",284.25,286.63,283.96,286.58,107743119,2018-01-26
"270","2018-01-29",285.93,286.43,284.5,284.68,90118337,2018-01-29
"271","2018-01-30",282.6,284.74,281.22,281.76,131796419,2018-01-30
"272","2018-01-31",282.73,283.3,280.68,281.9,118948131,2018-01-31
"273","2018-02-01",281.07,283.06,280.68,281.58,90102470,2018-02-01
"274","2018-02-02",280.08,280.23,275.41,275.45,173174790,2018-02-02
"275","2018-02-05",273.45,275.85,263.31,263.93,294681816,2018-02-05
"276","2018-02-06",259.94,269.7,258.7,269.13,355026782,2018-02-06
"277","2018-02-07",268.5,272.36,267.58,267.67,167376100,2018-02-07
"278","2018-02-08",268.01,268.17,257.59,257.63,246449505,2018-02-08
"279","2018-02-09",260.8,263.61,252.92,261.5,283565315,2018-02-09
"280","2018-02-12",263.83,267.01,261.66,265.34,143735976,2018-02-12
"281","2018-02-13",263.97,266.62,263.31,266,81223640,2018-02-13
"282","2018-02-14",264.31,270,264.3,269.59,120735685,2018-02-14
"283","2018-02-15",271.57,273.04,268.77,273.03,111200286,2018-02-15
"284","2018-02-16",272.32,275.32,272.27,273.11,160420135,2018-02-16
"285","2018-02-20",272.03,273.67,270.5,271.4,86369662,2018-02-20
"286","2018-02-21",271.9,274.72,269.94,270.05,98883740,2018-02-21
"287","2018-02-22",271.1,273.05,269.64,270.4,110511290,2018-02-22
"288","2018-02-23",271.79,274.71,271.25,274.71,92766428,2018-02-23
"289","2018-02-26",275.93,278.01,275.26,277.9,86491406,2018-02-26
"290","2018-02-27",278.11,278.92,274.36,274.43,99099165,2018-02-27
"291","2018-02-28",275.68,276.19,271.29,271.65,121907767,2018-02-28
"292","2018-03-01",271.41,273.17,266,267.7,176855077,2018-03-01
"293","2018-03-02",265.8,269.72,264.82,269.08,139083217,2018-03-02
"294","2018-03-05",267.73,272.89,267.61,272.19,97307387,2018-03-05
"295","2018-03-06",273.3,273.39,271.18,272.88,79213163,2018-03-06
"296","2018-03-07",270.42,273.18,270.2,272.78,87063502,2018-03-07
"297","2018-03-08",273.55,274.24,272.42,274.1,66901150,2018-03-08
"298","2018-03-09",275.7,278.87,275.34,278.87,113625335,2018-03-09
"299","2018-03-12",279.2,279.91,278.08,278.52,71924793,2018-03-12
"300","2018-03-13",279.84,280.41,276.03,276.72,91968937,2018-03-13
"301","2018-03-14",277.81,278.02,274.67,275.3,105895079,2018-03-14
"302","2018-03-15",275.88,276.61,274.43,275,83433038,2018-03-15
"303","2018-03-16",274.5,275.39,274.14,274.2,100343673,2018-03-16
"304","2018-03-19",273.35,274.4,268.62,270.49,109208442,2018-03-19
"305","2018-03-20",270.94,271.67,270.18,270.95,59757271,2018-03-20
"306","2018-03-21",270.9,273.27,270.19,270.43,78709578,2018-03-21
"307","2018-03-22",267.91,268.87,263.36,263.67,148785916,2018-03-22
"308","2018-03-23",264.17,264.54,257.83,258.05,183534751,2018-03-23
"309","2018-03-26",262.13,265.43,259.41,265.11,141956102,2018-03-26
"310","2018-03-27",266.17,266.77,258.84,260.6,129941445,2018-03-27
"311","2018-03-28",260.75,262.64,258.58,259.83,146452306,2018-03-28
"312","2018-03-29",261.12,265.26,259.84,263.15,124244790,2018-03-29
"313","2018-04-02",262.55,263.13,254.67,257.47,186286343,2018-04-02
"314","2018-04-03",258.87,261.31,256.84,260.77,119956861,2018-04-03
"315","2018-04-04",256.75,264.36,256.6,263.56,123715339,2018-04-04
"316","2018-04-05",265.55,266.64,264.32,265.64,82652618,2018-04-05
"317","2018-04-06",263.42,265.11,258,259.72,179521209,2018-04-06
"318","2018-04-09",261.37,264.84,259.94,261,105442932,2018-04-09
"319","2018-04-10",264.27,266.04,262.98,265.15,105573736,2018-04-10
"320","2018-04-11",263.47,265.64,263.39,263.76,91140243,2018-04-11
"321","2018-04-12",265.26,267,265.06,265.93,68890480,2018-04-12
"322","2018-04-13",267.41,267.54,264.01,265.15,85079176,2018-04-13
"323","2018-04-16",267,268.2,266.07,267.33,63405287,2018-04-16
"324","2018-04-17",269.33,270.87,268.75,270.19,64682036,2018-04-17
"325","2018-04-18",270.69,271.3,269.87,270.39,57303857,2018-04-18
"326","2018-04-19",269.65,269.88,267.72,268.89,77655909,2018-04-19
"327","2018-04-20",268.81,269.06,265.61,266.61,99953133,2018-04-20
"328","2018-04-23",267.26,267.89,265.35,266.57,65557954,2018-04-23
"329","2018-04-24",267.73,267.98,261.28,262.98,112885452,2018-04-24
"330","2018-04-25",262.91,264.13,260.85,263.63,103756753,2018-04-25
"331","2018-04-26",264.79,267.25,264.29,266.31,67731942,2018-04-26
"332","2018-04-27",267,267.34,265.5,266.56,57053647,2018-04-27
"333","2018-04-30",267.26,267.89,264.43,264.51,82182324,2018-04-30
"334","2018-05-01",263.87,265.1,262.11,264.98,74203365,2018-05-01
"335","2018-05-02",264.76,265.68,262.76,263.2,86368943,2018-05-02
"336","2018-05-03",262.26,263.36,259.05,262.62,136311479,2018-05-03
"337","2018-05-04",261.52,266.79,261.15,266.02,91222075,2018-05-04
"338","2018-05-07",266.89,268.02,266.11,266.92,55304907,2018-05-07
"339","2018-05-08",266.5,267.33,265.15,266.92,67499247,2018-05-08
"340","2018-05-09",267.68,269.87,267.09,269.5,59666143,2018-05-09
"341","2018-05-10",270.34,272.39,270.22,272.02,72063931,2018-05-10
"342","2018-05-11",272.16,273.15,271.58,272.85,59871511,2018-05-11
"343","2018-05-14",273.34,274.08,272.36,272.98,54790606,2018-05-14
"344","2018-05-15",271.59,271.61,270.03,271.1,87036136,2018-05-15
"345","2018-05-16",271.14,272.76,271.11,272.24,53942631,2018-05-16
"346","2018-05-17",271.94,273.23,271.13,272.01,56536400,2018-05-17
"347","2018-05-18",271.62,272.03,270.93,271.33,64367959,2018-05-18
"348","2018-05-21",273.01,273.98,272.57,273.37,58025875,2018-05-21
"349","2018-05-22",273.96,274.25,272.24,272.61,52966358,2018-05-22
"350","2018-05-23",271.17,273.39,270.99,273.36,64694184,2018-05-23
"351","2018-05-24",272.91,273.22,270.78,272.8,76043827,2018-05-24
"352","2018-05-25",272.15,272.86,271.58,272.15,56374755,2018-05-25
"353","2018-05-29",270.31,271.17,267.76,269.02,115908607,2018-05-29
"354","2018-05-30",270.5,273.11,270.42,272.61,69678449,2018-05-30
"355","2018-05-31",272.15,272.49,270.26,270.94,93519941,2018-05-31
"356","2018-06-01",272.41,273.94,272.33,273.6,71258411,2018-06-01
"357","2018-06-04",274.53,275.19,274.26,274.9,45385166,2018-06-04
"358","2018-06-05",275.05,275.53,274.18,275.1,51135038,2018-06-05
"359","2018-06-06",275.79,277.52,275.09,277.4,62732215,2018-06-06
"360","2018-06-07",277.95,278.28,276.34,277.37,72969402,2018-06-07
"361","2018-06-08",276.85,278.25,276.66,278.19,72139719,2018-06-08
"362","2018-06-11",278.44,279.37,278.31,278.56,58892515,2018-06-11
"363","2018-06-12",279.03,279.33,278.19,278.92,72329028,2018-06-12
"364","2018-06-13",279.19,279.48,277.8,278.03,79070610,2018-06-13
"365","2018-06-14",279.01,279.33,278.06,278.73,77097620,2018-06-14
"366","2018-06-15",276.6,277.51,275.35,277.13,120041562,2018-06-15
"367","2018-06-18",275.49,276.7,274.95,276.56,52917581,2018-06-18
"368","2018-06-19",274,275.75,273.53,275.5,97531510,2018-06-19
"369","2018-06-20",276.27,276.72,275.59,275.97,53785486,2018-06-20
"370","2018-06-21",275.96,275.98,273.68,274.24,71061404,2018-06-21
"371","2018-06-22",275.66,275.79,274.49,274.74,56612003,2018-06-22
"372","2018-06-25",273.44,273.62,269.1,271,137854162,2018-06-25
"373","2018-06-26",271.64,272.56,270.79,271.6,68683211,2018-06-26
"374","2018-06-27",272.26,273.87,269.18,269.35,104960655,2018-06-27
"375","2018-06-28",269.29,271.75,268.49,270.89,76650517,2018-06-28
"376","2018-06-29",272.12,273.66,271.15,271.28,97592499,2018-06-29
"377","2018-07-02",269.51,272.04,269.24,271.86,63554774,2018-07-02
"378","2018-07-03",272.87,272.98,270.42,270.9,42187071,2018-07-03
